ID;Short Name;Long Name;Route Type;Color;geo_point_2d;stop_ids
RTM-9;5;Métro La Rose - La Parade;Bus;009FE3;43.3483325862666, 5.431982168346154;['RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00000677', 'RTM-00000679', 'RTM-00000681', 'RTM-00000681', 'RTM-00000681', 'RTM-00000683', 'RTM-00000687', 'RTM-00000688', 'RTM-00000694', 'RTM-00000692', 'RTM-00000694', 'RTM-00000694', 'RTM-00000695', 'RTM-00000695', 'RTM-00000696', 'RTM-00000700', 'RTM-00000681', 'RTM-00000703', 'RTM-00000705', 'RTM-00000708', 'RTM-00000710', 'RTM-00000735', 'RTM-00000736', 'RTM-00000737', 'RTM-00000731', 'RTM-00000738', 'RTM-00003934']
RTM-14;6;Foch 5 Avenues - Bois Lemaître;Bus;F39200;43.316221549157035, 5.422954536981096;['RTM-00003349', 'RTM-00000745', 'RTM-00000801', 'RTM-00000795', 'RTM-00000757', 'RTM-00000794', 'RTM-00000759', 'RTM-00000760', 'RTM-00000769', 'RTM-00000775', 'RTM-00000777', 'RTM-00000779', 'RTM-00000780', 'RTM-00000781', 'RTM-00000786', 'RTM-00000786', 'RTM-00000786', 'RTM-00003349', 'RTM-00000745', 'RTM-00000801', 'RTM-00000795', 'RTM-00000757', 'RTM-00000794', 'RTM-00000759', 'RTM-00000760', 'RTM-00000769', 'RTM-00000775', 'RTM-00000789', 'RTM-00000790', 'RTM-00000792', 'RTM-00000793', 'RTM-00000794', 'RTM-00000795', 'RTM-00000795', 'RTM-00000797', 'RTM-00000798', 'RTM-00000801', 'RTM-00003097', 'RTM-00002017', 'RTM-00004464', 'RTM-00003087', 'RTM-00003349']
RTM-19;7T;Foch 5 Avenues - Allauch Barbaraou;Bus;FBBA00;43.3133447830113, 5.448275151358195;['RTM-00003133', 'RTM-00000858', 'RTM-00000814', 'RTM-00000816', 'RTM-00000854', 'RTM-00002922', 'RTM-00003677', 'RTM-00003682', 'RTM-00003682', 'RTM-00003678', 'RTM-00000820', 'RTM-00000845', 'RTM-00000826', 'RTM-00000826', 'RTM-00000828', 'RTM-00000836', 'RTM-00003589', 'RTM-00003590', 'RTM-00003600', 'RTM-00003593', 'RTM-00003625', 'RTM-00003625', 'RTM-00003595', 'RTM-00003595', 'RTM-00003595', 'RTM-00003595', 'RTM-00003626', 'RTM-00003598', 'RTM-00003599', 'RTM-00000836', 'RTM-00000836', 'RTM-00000826', 'RTM-00000843', 'RTM-00000845', 'RTM-00000845', 'RTM-00000847', 'RTM-00000848', 'RTM-00000849', 'RTM-00000850', 'RTM-00003679', 'RTM-00000941', 'RTM-00000853', 'RTM-00000854', 'RTM-00000859', 'RTM-00004464', 'RTM-00003087', 'RTM-00003349']
RTM-13;9;Les Caillols Centre Urbain - St Julien;Bus;189B52;43.305672990451576, 5.437046782579662;['RTM-00000929', 'RTM-00000930', 'RTM-00000936', 'RTM-00002677', 'RTM-00000917', 'RTM-00000939', 'RTM-00000939', 'RTM-00003762', 'RTM-00000902', 'RTM-00000879', 'RTM-00000880', 'RTM-00000880', 'RTM-00000898', 'RTM-00000881', 'RTM-00000884', 'RTM-00000889', 'RTM-00000929', 'RTM-00000930', 'RTM-00000936', 'RTM-00002677', 'RTM-00000917', 'RTM-00000939', 'RTM-00000939', 'RTM-00003682', 'RTM-00000939', 'RTM-00000916', 'RTM-00000917', 'RTM-00000917', 'RTM-00002677', 'RTM-00000918', 'RTM-00000934', 'RTM-00000923', 'RTM-00000923', 'RTM-00000923', 'RTM-00002732', 'RTM-00000884', 'RTM-00000898', 'RTM-00000898', 'RTM-00000880', 'RTM-00000899', 'RTM-00000901', 'RTM-00000902', 'RTM-00000902', 'RTM-00000902', 'RTM-00000875', 'RTM-00002922', 'RTM-00003677', 'RTM-00003682', 'RTM-00000939', 'RTM-00000916', 'RTM-00000917', 'RTM-00000917', 'RTM-00002677', 'RTM-00000918', 'RTM-00000934', 'RTM-00000923', 'RTM-00000923', 'RTM-00000923']
AUB-10;10;Gare Aubagne - Font de Mai - La Treille;Bus;E8378D;43.299351356684625, 5.534774999843114;['RTM-00001222', 'RTM-00001191', 'RTM-00001180', 'RTM-00001181', 'RTM-00001184', 'RTM-00001185', 'RTM-00001184', 'RTM-00003167', 'RTM-00003167', 'RTM-00003167', 'RTM-00001191', 'RTM-00001218']
RTM-57;12B;Métro La Timone - Les Camoins;Bus;007BC4;43.29323424558915, 5.459160421683122;['RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00000929', 'RTM-00002624', 'RTM-00001169', 'RTM-00001170', 'RTM-00001171', 'RTM-00001172', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00002812', 'RTM-00002811', 'RTM-00001191', 'RTM-00004422', 'RTM-00001232', 'RTM-00003091', 'RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00000929', 'RTM-00002624', 'RTM-00001169', 'RTM-00001170', 'RTM-00001171', 'RTM-00001172', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00002812', 'RTM-00002811', 'RTM-00001191', 'RTM-00001180', 'RTM-00003167', 'RTM-00001191', 'RTM-00001193', 'RTM-00001194', 'RTM-00002812', 'RTM-00002812', 'RTM-00001195', 'RTM-00001196', 'RTM-00000644', 'RTM-00000635', 'RTM-00001199', 'RTM-00001200', 'RTM-00001170', 'RTM-00001169', 'RTM-00001204', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442', 'RTM-00001180', 'RTM-00003167', 'RTM-00001191', 'RTM-00001193', 'RTM-00001194', 'RTM-00002812', 'RTM-00002812', 'RTM-00001195', 'RTM-00001196', 'RTM-00000644', 'RTM-00000635', 'RTM-00001199', 'RTM-00001200', 'RTM-00001170', 'RTM-00001169', 'RTM-00001204', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091']
RTM-61;15S;Sainte-Marguerite Dromel - La Valentelle;Bus;BD1D1D;43.285918071424874, 5.454829506664789;['RTM-00001622', 'RTM-00001592', 'RTM-00001275', 'RTM-00001626', 'RTM-00001627', 'RTM-00001628', 'RTM-00001629', 'RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001395', 'RTM-00000638', 'RTM-00002507', 'RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001395', 'RTM-00000638', 'RTM-00002507', 'RTM-00000638', 'RTM-00001383', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296', 'RTM-00001631', 'RTM-00001306', 'RTM-00001637', 'RTM-00001637', 'RTM-00001637', 'RTM-00001638', 'RTM-00000638', 'RTM-00001383', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296']
RTM-60;15;Sainte-Marguerite Dromel - Les Escourtines;Bus;BD1D1D;43.28315822985606, 5.459124805832038;['RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001329', 'RTM-00001333', 'RTM-00001622', 'RTM-00001592', 'RTM-00001275', 'RTM-00001626', 'RTM-00001627', 'RTM-00001628', 'RTM-00001629', 'RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001329', 'RTM-00001333', 'RTM-00001390', 'RTM-00001391', 'RTM-00001366', 'RTM-00001369', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296', 'RTM-00001631', 'RTM-00001306', 'RTM-00001637', 'RTM-00001637', 'RTM-00001637', 'RTM-00001638', 'RTM-00001637', 'RTM-00001637', 'RTM-00001637', 'RTM-00001638', 'RTM-00001390', 'RTM-00001391', 'RTM-00001366', 'RTM-00001369', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296']
RTM-88;22;Métro Rond Point du Prado - Les Baumettes;Bus;E63323;43.24753877440017, 5.40307206680905;['RTM-00001799', 'RTM-00001801', 'RTM-00001802', 'RTM-00001804', 'RTM-00001804', 'RTM-00001819', 'RTM-00001806', 'RTM-00001806', 'RTM-00001806', 'RTM-00004112', 'RTM-00001752', 'RTM-00001797', 'RTM-00001798', 'RTM-00001799', 'RTM-00001799', 'RTM-00001799', 'RTM-00001801', 'RTM-00001802', 'RTM-00001804', 'RTM-00001804', 'RTM-00001819', 'RTM-00001806', 'RTM-00001806', 'RTM-00001806', 'RTM-00004112', 'RTM-00001752', 'RTM-00001797', 'RTM-00001798', 'RTM-00001799', 'RTM-00001799', 'RTM-00001799', 'RTM-00001801', 'RTM-00001802', 'RTM-00001804', 'RTM-00001804', 'RTM-00001819', 'RTM-00001806', 'RTM-00001806', 'RTM-00001806', 'RTM-00001830', 'RTM-00001830', 'RTM-00001831', 'RTM-00001832', 'RTM-00001834', 'RTM-00001833', 'RTM-00001834', 'RTM-00001833', 'RTM-00001834', 'RTM-00001834', 'RTM-00001834', 'RTM-00001834', 'RTM-00001831', 'RTM-00001813', 'RTM-00001830', 'RTM-00001830', 'RTM-00001831', 'RTM-00001832', 'RTM-00001834', 'RTM-00001833', 'RTM-00001834', 'RTM-00001833', 'RTM-00001834', 'RTM-00001834', 'RTM-00001834', 'RTM-00001834', 'RTM-00001831', 'RTM-00002659', 'RTM-00001817', 'RTM-00001819', 'RTM-00001819', 'RTM-00001822', 'RTM-00001801', 'RTM-00001827', 'RTM-00001827', 'RTM-00001828', 'RTM-00001828', 'RTM-00002440', 'RTM-00001753', 'RTM-00001813', 'RTM-00002659', 'RTM-00001817', 'RTM-00001819', 'RTM-00001819', 'RTM-00001822', 'RTM-00001801', 'RTM-00001827', 'RTM-00001827', 'RTM-00001828', 'RTM-00001828', 'RTM-00002440', 'RTM-00001753']
RTM-92;24;Sainte-Marguerite Dromel - Campus de Luminy;Bus;E30613;43.25233211742305, 5.422472433367295;['RTM-00001889', 'RTM-00001891', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00001899', 'RTM-00001899', 'RTM-00001889', 'RTM-00001891', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00001899', 'RTM-00001899', 'RTM-00001764', 'RTM-00001765', 'RTM-00004350', 'RTM-00001889', 'RTM-00001891', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00001899', 'RTM-00001899', 'RTM-00001764', 'RTM-00001765', 'RTM-00001901', 'RTM-00001899', 'RTM-00001899', 'RTM-00001898', 'RTM-00001901', 'RTM-00001899', 'RTM-00001899', 'RTM-00001898', 'RTM-00001901', 'RTM-00001899', 'RTM-00001899', 'RTM-00001898']
RTM-17;27;Métro La Rose - Lycée Saint-Exupéry;Bus;6AAADE;43.33631236045534, 5.396018184150228;['RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000977', 'RTM-00000978', 'RTM-00001113', 'RTM-00001114', 'RTM-00001114', 'RTM-00001108', 'RTM-00001115', 'RTM-00001115', 'RTM-00001028', 'RTM-00003927', 'RTM-00003927', 'RTM-00003927', 'RTM-00001010', 'RTM-00000981', 'RTM-00000983', 'RTM-00000983', 'RTM-00000337', 'RTM-00000984', 'RTM-00000996', 'RTM-00000996', 'RTM-00001002', 'RTM-00000125', 'RTM-00000127', 'RTM-00000127', 'RTM-00000128', 'RTM-00001010', 'RTM-00001028', 'RTM-00002516', 'RTM-00000594', 'RTM-00000594', 'RTM-00000596']
RTM-21;32;Canebière Bourse - St Jérome IUT;Bus;009640;43.31939702103266, 5.39294777786252;['RTM-00004405', 'RTM-00002299', 'RTM-00000420', 'RTM-00000450', 'RTM-00000451', 'RTM-00000426', 'RTM-00001020', 'RTM-00000211', 'RTM-00001022', 'RTM-00001051', 'RTM-00001051', 'RTM-00000981', 'RTM-00001028', 'RTM-00004055', 'RTM-00004055', 'RTM-00004055', 'RTM-00004036', 'RTM-00004036', 'RTM-00004058', 'RTM-00004060', 'RTM-00004061', 'RTM-00004061', 'RTM-00004062', 'RTM-00004062', 'RTM-00004062', 'RTM-00001028', 'RTM-00000352', 'RTM-00000981', 'RTM-00000981', 'RTM-00001051', 'RTM-00001051', 'RTM-00003070', 'RTM-00001055', 'RTM-00001055', 'RTM-00000219', 'RTM-00000221', 'RTM-00000524', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401']
RTM-25;37;Métro Malpassé - La Batarelle;Bus;312783;43.339781961318174, 5.416265581103786;['RTM-00000667', 'RTM-00000667', 'RTM-00000714', 'RTM-00000669', 'RTM-00004555', 'RTM-00001078', 'RTM-00001076', 'RTM-00001077', 'RTM-00001077', 'RTM-00001078', 'RTM-00001078', 'RTM-00001042', 'RTM-00003924', 'RTM-00004555', 'RTM-00004555', 'RTM-00001081', 'RTM-00004556', 'RTM-00000710', 'RTM-00000711', 'RTM-00000713', 'RTM-00000714', 'RTM-00000714', 'RTM-00000667', 'RTM-00000715']
RTM-63;40;Métro La Timone - La Solitude;Bus;6AAADE;43.28810552093783, 5.4499397503421205;['RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001329', 'RTM-00001333', 'RTM-00004422', 'RTM-00001232', 'RTM-00003091', 'RTM-00003091', 'RTM-00001212', 'RTM-00001159', 'RTM-00001161', 'RTM-00001163', 'RTM-00001282', 'RTM-00001283', 'RTM-00001283', 'RTM-00001284', 'RTM-00001285', 'RTM-00001322', 'RTM-00001376', 'RTM-00001325', 'RTM-00001374', 'RTM-00001328', 'RTM-00001329', 'RTM-00001333', 'RTM-00001366', 'RTM-00001369', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442', 'RTM-00001373', 'RTM-00001374', 'RTM-00001374', 'RTM-00001375', 'RTM-00002606', 'RTM-00002606', 'RTM-00002606', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001376', 'RTM-00001378', 'RTM-00001294', 'RTM-00001295', 'RTM-00001283', 'RTM-00001296', 'RTM-00001205', 'RTM-00001206', 'RTM-00001208', 'RTM-00001211', 'RTM-00001212', 'RTM-00001212', 'RTM-00003091', 'RTM-00001252', 'RTM-00004424', 'RTM-00002442', 'RTM-00002442']
RTM-28;41;Vieux Port Ballard - Métro Rond Point du Prado;Bus;85C9B7;43.28295652670712, 5.3817110411474625;['RTM-00001406', 'RTM-00001132', 'RTM-00001135', 'RTM-00001140', 'RTM-00001085', 'RTM-00004561', 'RTM-00004562', 'RTM-00004411']
RTM-33;42T;Métro 5 Avenues - Les Baronnies;Bus;636AAF;43.32529095731184, 5.417369274798452;['RTM-00002592', 'RTM-00002592', 'RTM-00001100', 'RTM-00001101', 'RTM-00001102', 'RTM-00001105', 'RTM-00001105', 'RTM-00001107', 'RTM-00001115', 'RTM-00001108', 'RTM-00001108', 'RTM-00000594', 'RTM-00000594', 'RTM-00003930', 'RTM-00003931', 'RTM-00000738', 'RTM-00000731', 'RTM-00000731', 'RTM-00004065', 'RTM-00004089', 'RTM-00004089', 'RTM-00004091', 'RTM-00004091', 'RTM-00004092', 'RTM-00004081', 'RTM-00000731', 'RTM-00000738', 'RTM-00003934', 'RTM-00003935', 'RTM-00000571', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000572', 'RTM-00000977', 'RTM-00000978', 'RTM-00001113', 'RTM-00001114', 'RTM-00001114', 'RTM-00001108', 'RTM-00001115', 'RTM-00001115', 'RTM-00001115', 'RTM-00001117', 'RTM-00001117', 'RTM-00001105', 'RTM-00001121', 'RTM-00001122', 'RTM-00001123', 'RTM-00001125', 'RTM-00001126']
RTM-98;48;Sainte-Marguerite Dromel - Hôpital Clairval;Bus;DB7A7C;43.25671666156539, 5.4117132890669675;['RTM-00001887', 'RTM-00002873', 'RTM-00002873', 'RTM-00001951', 'RTM-00001973', 'RTM-00001954', 'RTM-00001955', 'RTM-00003630', 'RTM-00001999', 'RTM-00001999', 'RTM-00002000', 'RTM-00003623', 'RTM-00001962', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00001898', 'RTM-00002003', 'RTM-00002005', 'RTM-00002006', 'RTM-00001999', 'RTM-00001971', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973', 'RTM-00001973']
RTM-64;49;Réformés Canebière - Vauban;Bus;DA4F37;43.300127728937284, 5.376509017480281;['RTM-00003380', 'RTM-00003342', 'RTM-00003342', 'RTM-00000473', 'RTM-00000474', 'RTM-00000457', 'RTM-00000458', 'RTM-00003825', 'RTM-00003826', 'RTM-00003826', 'RTM-00003828', 'RTM-00000438', 'RTM-00004230', 'RTM-00001445', 'RTM-00001446', 'RTM-00001455', 'RTM-00001450', 'RTM-00002668', 'RTM-00001454', 'RTM-00001455', 'RTM-00003802', 'RTM-00004230', 'RTM-00004230', 'RTM-00003809', 'RTM-00000438', 'RTM-00000438', 'RTM-00000439', 'RTM-00000439', 'RTM-00000441', 'RTM-00000524', 'RTM-00000450', 'RTM-00000451', 'RTM-00000208', 'RTM-00000208', 'RTM-00000454', 'RTM-00000429', 'RTM-00003813', 'RTM-00003813', 'RTM-00003813', 'RTM-00000473', 'RTM-00000432', 'RTM-00000473', 'RTM-00000434', 'RTM-00003342']
RTM-56;50;Castellane - Les Escourtines;Bus;E4348B;43.287940482132115, 5.452297284259659;['RTM-00004101', 'RTM-00002669', 'RTM-00000638', 'RTM-00001383', 'RTM-00001329', 'RTM-00001333', 'RTM-00001390', 'RTM-00001391', 'RTM-00001366', 'RTM-00001369', 'RTM-00001395', 'RTM-00000638', 'RTM-00002507', 'RTM-00002669', 'RTM-00000410']
RTM-1;51;La Valentelle - La Reynarde;Bus;AFCA0B;43.29350003711366, 5.490933203946088;['RTM-00003582', 'RTM-00002507', 'RTM-00002669', 'RTM-00000644', 'RTM-00000644', 'RTM-00001196', 'RTM-00003689', 'RTM-00003689', 'RTM-00003689', 'RTM-00003688', 'RTM-00003523', 'RTM-00003689', 'RTM-00003688', 'RTM-00001195', 'RTM-00001196', 'RTM-00000644', 'RTM-00002669', 'RTM-00003582']
RTM-29;53;Métro St Just - Les Flamants;Bus;005286;43.326457637984696, 5.401876369285609;['RTM-00001105', 'RTM-00001105', 'RTM-00001117', 'RTM-00001145', 'RTM-00001051', 'RTM-00001051', 'RTM-00000983', 'RTM-00000983', 'RTM-00000337', 'RTM-00001151', 'RTM-00001151', 'RTM-00000359', 'RTM-00001051', 'RTM-00001051', 'RTM-00001153', 'RTM-00001154', 'RTM-00001154', 'RTM-00001154', 'RTM-00001105']
RTM-66;54;Catalans - Métro La Timone;Bus;007BC4;43.28953848219815, 5.380403183466497;['RTM-00003670', 'RTM-00001401', 'RTM-00001404', 'RTM-00001405', 'RTM-00001405', 'RTM-00001406', 'RTM-00004411', 'RTM-00004410', 'RTM-00004563', 'RTM-00001229', 'RTM-00004420', 'RTM-00004422', 'RTM-00004423', 'RTM-00004423', 'RTM-00001229', 'RTM-00001256', 'RTM-00004561', 'RTM-00004562', 'RTM-00004411', 'RTM-00001401', 'RTM-00003670']
RTM-143;56;Gare St Charles - Belle de Mai La Friche;Bus;F59C00;43.30625566038385, 5.385761541889604;['RTM-00003342', 'RTM-00003698', 'RTM-00000454', 'RTM-00000429', 'RTM-00003707', 'RTM-00000226', 'RTM-00003342', 'RTM-00003903']
RTM-69;60;Mucem St Jean - Notre Dame de la Garde;Bus;FFDD00;43.29128475308285, 5.37070102098506;['RTM-00003877', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00002300', 'RTM-00001461', 'RTM-00001463', 'RTM-00001455', 'RTM-00001465', 'RTM-00001465', 'RTM-00003877', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00002300', 'RTM-00001461', 'RTM-00001463', 'RTM-00001455', 'RTM-00001465', 'RTM-00001465', 'RTM-00001469', 'RTM-00001470', 'RTM-00001471', 'RTM-00001473', 'RTM-00001473', 'RTM-00002490', 'RTM-00003802', 'RTM-00000436', 'RTM-00003877', 'RTM-00001469', 'RTM-00001470', 'RTM-00001471', 'RTM-00001473', 'RTM-00001473', 'RTM-00002490', 'RTM-00003802', 'RTM-00000436', 'RTM-00003877']
RTM-70;61;Vieux Port Ballard - Bompard;Bus;76B82A;43.287636764864445, 5.3664839197826755;['RTM-00001475', 'RTM-00001476', 'RTM-00001479', 'RTM-00001479', 'RTM-00001480', 'RTM-00001480', 'RTM-00001480', 'RTM-00001485', 'RTM-00001482', 'RTM-00001485', 'RTM-00001479', 'RTM-00001487', 'RTM-00004197', 'RTM-00001476', 'RTM-00001490']
RTM-42;70;Canebière Bourse - Lycée Saint-Exupéry;Bus;40AB35;43.32749468006431, 5.363312886727534;['RTM-00004404', 'RTM-00002299', 'RTM-00000420', 'RTM-00000485', 'RTM-00002095', 'RTM-00004300', 'RTM-00004030', 'RTM-00003963', 'RTM-00004334', 'RTM-00000502', 'RTM-00000996', 'RTM-00004030', 'RTM-00003963', 'RTM-00004334', 'RTM-00000502', 'RTM-00000996', 'RTM-00004029', 'RTM-00004030', 'RTM-00004300', 'RTM-00000050', 'RTM-00000519', 'RTM-00003610', 'RTM-00003822', 'RTM-00000524', 'RTM-00000420', 'RTM-00000420', 'RTM-00002299', 'RTM-00002299', 'RTM-00004401', 'RTM-00004029', 'RTM-00004030']
RTM-44;72;Métro Bougainville - Métro Rond Point du Prado;Bus;E30613;43.30162104375626, 5.394373587857896;['RTM-00000100', 'RTM-00002011', 'RTM-00002011', 'RTM-00000531', 'RTM-00000532', 'RTM-00002013', 'RTM-00002013', 'RTM-00002013', 'RTM-00002017', 'RTM-00002020', 'RTM-00002020', 'RTM-00002020', 'RTM-00002021', 'RTM-00002021', 'RTM-00002022', 'RTM-00002442', 'RTM-00001266', 'RTM-00001267', 'RTM-00004094', 'RTM-00004094', 'RTM-00004096', 'RTM-00004097', 'RTM-00004099', 'RTM-00002030', 'RTM-00001267', 'RTM-00001618', 'RTM-00004420', 'RTM-00004420', 'RTM-00004422', 'RTM-00002031', 'RTM-00002033', 'RTM-00002033', 'RTM-00002034', 'RTM-00000745', 'RTM-00002035', 'RTM-00002035', 'RTM-00002037', 'RTM-00002038', 'RTM-00002039', 'RTM-00004515', 'RTM-00004515', 'RTM-00004515', 'RTM-00004516', 'RTM-00002045', 'RTM-00002045', 'RTM-00000488', 'RTM-00000145']
RTM-76;83;Mucem St Jean - Métro Rond Point du Prado;Bus;BD1D1D;43.28079829695758, 5.366321807022926;['RTM-00004398', 'RTM-00003828', 'RTM-00003828', 'RTM-00002051', 'RTM-00000468', 'RTM-00002300', 'RTM-00003806', 'RTM-00003815', 'RTM-00001558', 'RTM-00003745', 'RTM-00002083', 'RTM-00002082', 'RTM-00002082', 'RTM-00002083', 'RTM-00002085', 'RTM-00002086', 'RTM-00002086', 'RTM-00003815', 'RTM-00002088', 'RTM-00003801', 'RTM-00000436', 'RTM-00004398']
RTM-105;86;Métro Périer - Mairie 6-8;Bus;FFDD00;43.274501011200975, 5.383597144585992;['RTM-00004199', 'RTM-00004204', 'RTM-00004204', 'RTM-00004206', 'RTM-00004206', 'RTM-00004207', 'RTM-00004209', 'RTM-00004209', 'RTM-00004209', 'RTM-00004211', 'RTM-00004199']
RTM-51;95;Estaque Port - Rochers de l'Estaque;Bus;878787;43.364585400722305, 5.31517777424116;['RTM-00003891', 'RTM-00003891', 'RTM-00003890', 'RTM-00000302', 'RTM-00000302', 'RTM-00000303', 'RTM-00000303', 'RTM-00000303', 'RTM-00003573', 'RTM-00003562', 'RTM-00003564', 'RTM-00003566', 'RTM-00003566', 'RTM-00003568', 'RTM-00003569', 'RTM-00003569', 'RTM-00003572', 'RTM-00000303', 'RTM-00000310', 'RTM-00000310', 'RTM-00000310', 'RTM-00004505', 'RTM-00004505', 'RTM-00003890', 'RTM-00003891', 'RTM-00003891', 'RTM-00003894', 'RTM-00000255']
RTM-54;96;Hôpital Nord - L'Estaque;Bus;878787;43.369077110092256, 5.347668074914179;['RTM-00004005', 'RTM-00000567', 'RTM-00004008', 'RTM-00004008', 'RTM-00004009', 'RTM-00004012', 'RTM-00004179', 'RTM-00004180', 'RTM-00004180', 'RTM-00002639', 'RTM-00002642', 'RTM-00003657', 'RTM-00003657', 'RTM-00003659', 'RTM-00004436', 'RTM-00002792', 'RTM-00002786', 'RTM-00002786', 'RTM-00004566', 'RTM-00000301', 'RTM-00000302', 'RTM-00000302', 'RTM-00000310', 'RTM-00004505', 'RTM-00003574', 'RTM-00000301', 'RTM-00000312', 'RTM-00002786', 'RTM-00002792', 'RTM-00004432', 'RTM-00004433', 'RTM-00003657', 'RTM-00003657', 'RTM-00003659', 'RTM-00002648', 'RTM-00002648', 'RTM-00004181', 'RTM-00003981', 'RTM-00003981', 'RTM-00004009', 'RTM-00004008', 'RTM-00003984', 'RTM-00003985', 'RTM-00000567', 'RTM-00003986', 'RTM-00003989']
RTM-132;98;Métro Gèze - St Antoine;Bus;F49E00;43.3502602203974, 5.350253008539251;['RTM-00004293', 'RTM-00004305', 'RTM-00004305', 'RTM-00004306', 'RTM-00002647', 'RTM-00002647', 'RTM-00003731', 'RTM-00000025', 'RTM-00004307', 'RTM-00004307', 'RTM-00000028', 'RTM-00004309', 'RTM-00004310', 'RTM-00004311', 'RTM-00004311']
