Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
FL CREW / BILL THE DOG / Klaxon,♫♫♫,2025-04-12T21:00:00+02:00 -> 2025-04-13T00:30:00+02:00,samedi 12 avril 2025 - 21:00 ⤏ 00:30,samedi 12 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Puff Stuff,♫Pop Rock Coverband♫,2025-04-12T21:00:00+02:00 -> 2025-04-12T23:30:00+02:00,samedi 12 avril 2025 - 21:00 ⤏ 23:30,samedi 12 avril 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
BLUE JUNGLE ROAD,♫BLUES ROCK♫,2025-04-12T21:00:00+02:00 -> 2025-04-12T23:30:00+02:00,samedi 12 avril 2025 - 21:00 ⤏ 23:30,samedi 12 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
Nems-B,♫HOUSE MUSIC♫,2025-04-12T21:30:00+02:00 -> 2025-04-13T02:00:00+02:00,samedi 12 avril 2025 - 21:30 ⤏ 02:00,samedi 12 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
Recanto,♫Samba & Pagode brésilien♫,2025-04-12T21:30:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 21:30 ⤏ 23:59,samedi 12 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Sofaz,♫♫♫,2025-04-12T21:30:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 21:30 ⤏ 23:59,samedi 12 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
OMERTA INVITE : B2B ALL NIGHT LONG,♫♫♫,2025-04-12T22:00:00+02:00 -> 2025-04-13T05:00:00+02:00,samedi 12 avril 2025 - 22:00 ⤏ 05:00,samedi 12 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
"Trancendanse W/ Bonne Mine, Mydriax & More",♫Psytrance - Psytecho - Forest - Hi Tech♫,2025-04-12T22:00:00+02:00 -> 2025-04-13T04:00:00+02:00,samedi 12 avril 2025 - 22:00 ⤏ 04:00,samedi 12 avril 2025,Le Chapiteau,"38 Traverse Notre Dame de Bon Secours, 13003 Marseille",Marseille,13003,43.314757,5.386469
13club - Rap Party All Stars,♫♫♫,2025-04-12T22:30:00+02:00 -> 2025-04-13T03:30:00+02:00,samedi 12 avril 2025 - 22:30 ⤏ 03:30,samedi 12 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Louie Louis & Lux,♫DJ SET dub to tribe♫,2025-04-12T22:30:00+02:00 -> 2025-04-13T02:30:00+02:00,samedi 12 avril 2025 - 22:30 ⤏ 02:30,samedi 12 avril 2025,La Mer Veilleuse,"18 place Notre-Dame du Mont, 13006 Marseille",Marseille,13006,43.291893,5.383991
Disco Mirror: House Of Cajon,♫♫♫,2025-04-12T23:00:00+02:00 -> 2025-04-13T05:00:00+02:00,samedi 12 avril 2025 - 23:00 ⤏ 05:00,samedi 12 avril 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Projection + Concert Klezmer,♫♫♫,2025-04-13T16:30:00+02:00 -> 2025-04-13T20:00:00+02:00,dimanche 13 avril 2025 - 16:30 ⤏ 20:00,dimanche 13 avril 2025,La maison du chant,"49 rue Chape, 13004 Marseille",Marseille,13004,43.300587,5.392609
THE SIMON & GARFUNKEL STORY,♫♫♫,2025-04-13T18:00:00+02:00 -> 2025-04-13T20:00:00+02:00,dimanche 13 avril 2025 - 18:00 ⤏ 20:00,dimanche 13 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Le Tres Grand Groupe de Gospel,♫GOSPEL♫,2025-04-13T18:00:00+02:00 -> 2025-04-13T20:00:00+02:00,dimanche 13 avril 2025 - 18:00 ⤏ 20:00,dimanche 13 avril 2025,Église Saint Antoine de Padoue,"6 bd Gambetta, 13780 Cuges-les-Pins",Cuges-les-Pins,13780,43.276644,5.700541
Festival en soutien à la Dar,♫♫♫,2025-04-13T20:30:00+02:00 -> 2025-04-13T23:59:00+02:00,dimanche 13 avril 2025 - 20:30 ⤏ 23:59,dimanche 13 avril 2025,La Dar Centre Social Autogéré,"127, rue d'Aubagne 13006 Marseille",Marseille,13006,43.293333,5.382115
Bœuf Stone,♫scène ouverte♫,2025-04-14T21:00:00+02:00 -> 2025-04-14T23:59:00+02:00,lundi 14 avril 2025 - 21:00 ⤏ 23:59,lundi 14 avril 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
"Modulation #10: Attentifs, ensemble - HANATSUmiroir et Elsa Biston",♫♫♫,2025-04-15T19:00:00+02:00 -> 2025-04-15T20:00:00+02:00,mardi 15 avril 2025 - 19:00 ⤏ 20:00,mardi 15 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Concert + Jam,♫♫♫,2025-04-15T20:30:00+02:00 -> 2025-04-15T23:30:00+02:00,mardi 15 avril 2025 - 20:30 ⤏ 23:30,mardi 15 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
MATT HOLUBOWSKI,♫♫♫,2025-04-15T20:30:00+02:00 -> 2025-04-15T22:30:00+02:00,mardi 15 avril 2025 - 20:30 ⤏ 22:30,mardi 15 avril 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
"Jam Jazz de l'Inter",♫♫♫,2025-04-15T21:00:00+02:00 -> 2025-04-15T23:59:00+02:00,mardi 15 avril 2025 - 21:00 ⤏ 23:59,mardi 15 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
"Jam Jazz de l'Inter",♫♫♫,2025-04-15T21:00:00+02:00 -> 2025-04-15T23:59:00+02:00,mardi 15 avril 2025 - 21:00 ⤏ 23:59,mardi 15 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
"Jam Jazz de l'Inter",♫♫♫,2025-04-15T21:00:00+02:00 -> 2025-04-15T23:59:00+02:00,mardi 15 avril 2025 - 21:00 ⤏ 23:59,mardi 15 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-04-15T21:30:00+02:00 -> 2025-04-15T23:59:00+02:00,mardi 15 avril 2025 - 21:30 ⤏ 23:59,mardi 15 avril 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Les Jardins Sonores du Talus,♫♫♫,2025-04-16T19:00:00+02:00 -> 2025-04-16T22:00:00+02:00,mercredi 16 avril 2025 - 19:00 ⤏ 22:00,mercredi 16 avril 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
La JAM JAM JAZZ,♫♫♫,2025-04-16T19:00:00+02:00 -> 2025-04-16T22:00:00+02:00,mercredi 16 avril 2025 - 19:00 ⤏ 22:00,mercredi 16 avril 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
⚠️COMPLET⚠️ MEZERG,♫ELECTRO♫,2025-04-16T20:00:00+02:00 -> 2025-04-16T22:30:00+02:00,mercredi 16 avril 2025 - 20:00 ⤏ 22:30,mercredi 16 avril 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Les SURICATS,♫JAZZ♫,2025-04-16T20:00:00+02:00 -> 2025-04-16T22:00:00+02:00,mercredi 16 avril 2025 - 20:00 ⤏ 22:00,mercredi 16 avril 2025,Hôtel C2,"48 rue Roux de Brignoles, 13006 Marseille",Marseille,13006,43.289887,5.373288
Roland Fontaine Duo,♫♫♫,2025-04-16T20:30:00+02:00 -> 2025-04-16T23:30:00+02:00,mercredi 16 avril 2025 - 20:30 ⤏ 23:30,mercredi 16 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
Sydney Valette + Guest,♫Darkwave / Synthpop / EBM♫,2025-04-16T20:30:00+02:00 -> 2025-04-16T23:30:00+02:00,mercredi 16 avril 2025 - 20:30 ⤏ 23:30,mercredi 16 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Soirée Metal,♫♫♫,2025-04-16T21:00:00+02:00 -> 2025-04-17T03:00:00+02:00,mercredi 16 avril 2025 - 21:00 ⤏ 03:00,mercredi 16 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La Metro Jam,♫SCENE LIBRE♫,2025-04-16T21:00:00+02:00 -> 2025-04-16T23:30:00+02:00,mercredi 16 avril 2025 - 21:00 ⤏ 23:30,mercredi 16 avril 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
TWERKISTAN: VERSUS,♫♫♫,2025-04-16T22:00:00+02:00 -> 2025-04-17T04:00:00+02:00,mercredi 16 avril 2025 - 22:00 ⤏ 04:00,mercredi 16 avril 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Scène ouverte Jazz,♫♫♫,2025-04-17T19:00:00+02:00 -> 2025-04-17T23:00:00+02:00,jeudi 17 avril 2025 - 19:00 ⤏ 23:00,jeudi 17 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
MC Solaar,♫♫♫,2025-04-17T19:00:00+02:00 -> 2025-04-17T22:00:00+02:00,jeudi 17 avril 2025 - 19:00 ⤏ 22:00,jeudi 17 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
BAMBOO SHOWS présente - NAOMIE KLAUS / BELZEBUTH GX / EREVAN DJ x BRAHIM LUMIERE,♫♫♫,2025-04-17T20:00:00+02:00 -> 2025-04-18T01:00:00+02:00,jeudi 17 avril 2025 - 20:00 ⤏ 01:00,jeudi 17 avril 2025,"L'Embobineuse","11 Boulevard Bouès, 13003 Marseille",Marseille,13003,43.311271,5.383129
La Society - Mehdi BlackWind - Frizzy - Leila Koumiya,♫RAP HIP-HOP♫,2025-04-17T20:00:00+02:00 -> 2025-04-17T23:59:00+02:00,jeudi 17 avril 2025 - 20:00 ⤏ 23:59,jeudi 17 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Les jeudis Jam Sessions,♫♫♫,2025-04-17T20:00:00+02:00 -> 2025-04-17T23:00:00+02:00,jeudi 17 avril 2025 - 20:00 ⤏ 23:00,jeudi 17 avril 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
ORCHESTRE PHILHARMONIQUE DE MARSEILLE,♫♫♫,2025-04-17T20:00:00+02:00 -> 2025-04-17T22:00:00+02:00,jeudi 17 avril 2025 - 20:00 ⤏ 22:00,jeudi 17 avril 2025,Opéra de Marseille,"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293627,5.376049
JOHNNY MAFIA + LA FLEMME Release Party,♫ROCK GARAGE POP♫,2025-04-17T20:30:00+02:00 -> 2025-04-18T01:00:00+02:00,jeudi 17 avril 2025 - 20:30 ⤏ 01:00,jeudi 17 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
DOWDELIN + VOILAAA,♫Jazz / Blues / Gospel♫,2025-04-17T20:30:00+02:00 -> 2025-04-17T23:30:00+02:00,jeudi 17 avril 2025 - 20:30 ⤏ 23:30,jeudi 17 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
ALIOCHA SCHNEIDER,♫♫♫,2025-04-17T20:30:00+02:00 -> 2025-04-17T22:30:00+02:00,jeudi 17 avril 2025 - 20:30 ⤏ 22:30,jeudi 17 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
KPOP & KHIPHOP Night,♫CLUBBING♫,2025-04-17T21:00:00+02:00 -> 2025-04-18T02:00:00+02:00,jeudi 17 avril 2025 - 21:00 ⤏ 02:00,jeudi 17 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
"Les 20 ans du Train en marche, soir 1",♫♫♫,2025-04-17T21:00:00+02:00 -> 2025-04-17T23:59:00+02:00,jeudi 17 avril 2025 - 21:00 ⤏ 23:59,jeudi 17 avril 2025,Sing or Die Karaoke,56 rue Léon Bourgeois 13001 Marseille,Marseille,13001,43.301724,5.391992
"Perreoland by DJ Lina présente, Calle pero Elegante",♫♫♫,2025-04-17T21:30:00+02:00 -> 2025-04-18T01:30:00+02:00,jeudi 17 avril 2025 - 21:30 ⤏ 01:30,jeudi 17 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
The Fantastic Train,♫JEUNE PUBLIC♫,2025-04-18T16:00:00+02:00 -> 2025-04-18T18:30:00+02:00,vendredi 18 avril 2025 - 16:00 ⤏ 18:30,vendredi 18 avril 2025,Portail Coucou,"160 Boulevard Lamartine, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.642072,5.099878
⚠️COMPLET⚠️ Hommage à France Gall et de Michel Berger,♫♫♫,2025-04-18T18:30:00+02:00 -> 2025-04-18T20:30:00+02:00,vendredi 18 avril 2025 - 18:30 ⤏ 20:30,vendredi 18 avril 2025,Cinéma Eden-théâtre,25 Boulevard Clémenceau 13600 LA CIOTAT,La Ciotat,13600,43.177337,5.610439
La Society x Garages - Tora Meishi - M4.13 - Dj Djel,♫♫♫,2025-04-18T19:00:00+02:00 -> 2025-04-18T23:00:00+02:00,vendredi 18 avril 2025 - 19:00 ⤏ 23:00,vendredi 18 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
DENEUVES / JULES HENRIEL / LOONS / OFF CENTER,♫♫♫,2025-04-18T19:00:00+02:00 -> 2025-04-18T22:30:00+02:00,vendredi 18 avril 2025 - 19:00 ⤏ 22:30,vendredi 18 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
2gars & un indien,♫♫♫,2025-04-18T19:00:00+02:00 -> 2025-04-18T21:30:00+02:00,vendredi 18 avril 2025 - 19:00 ⤏ 21:30,vendredi 18 avril 2025,Lollipop Music Store,"2 BOULEVARD THEODORE THURNER, 13006 Marseille",Marseille,13006,43.291247,5.383259
Koba LaD,♫RAP♫,2025-04-18T19:30:00+02:00 -> 2025-04-18T22:30:00+02:00,vendredi 18 avril 2025 - 19:30 ⤏ 22:30,vendredi 18 avril 2025,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
THE SEGMENTS / FLATHEAD / LEOPARDO,♫♫♫,2025-04-18T20:00:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 20:00 ⤏ 23:59,vendredi 18 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
"Les 20 ans du Train en marche, soir 2",♫♫♫,2025-04-18T20:00:00+02:00 -> 2025-04-18T23:30:00+02:00,vendredi 18 avril 2025 - 20:00 ⤏ 23:30,vendredi 18 avril 2025,Casa Consolat,"1 rue consolat, 13001 Marseille",Marseille,13001,43.299627,5.386099
ALIOCHA SCHNEIDER + 1ère partie,♫♫♫,2025-04-18T20:00:00+02:00 -> 2025-04-18T23:00:00+02:00,vendredi 18 avril 2025 - 20:00 ⤏ 23:00,vendredi 18 avril 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
LE BIRRETTE,♫♫♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 23:59,vendredi 18 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Volkan Reggae Roots,♫REGGAE♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 23:59,vendredi 18 avril 2025,191 Manhattan,191 boulevard de la Valbarelle 13011 Marseille,Marseille,13011,43.288558,5.452536
OVERDRIVERS / SILVER BALLS,♫HARD ROCK♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 23:59,vendredi 18 avril 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Sigma.555 et Soum-Soum,♫ELECTRO♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T23:00:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 23:00,vendredi 18 avril 2025,Espace musical Hyperion,"2 bis, avenue Maréchal Foch, 13004 Marseille",Marseille,13004,43.301667,5.397709
SYLVAIN DUTHU,♫♫♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T22:30:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 22:30,vendredi 18 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Thomas Leleu,♫♫♫,2025-04-18T20:30:00+02:00 -> 2025-04-18T22:30:00+02:00,vendredi 18 avril 2025 - 20:30 ⤏ 22:30,vendredi 18 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
ChROnOlogy PARtY,♫CLUBBING♫,2025-04-18T21:00:00+02:00 -> 2025-04-19T04:00:00+02:00,vendredi 18 avril 2025 - 21:00 ⤏ 04:00,vendredi 18 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Perreoland By Dj Lina,♫♫♫,2025-04-18T21:00:00+02:00 -> 2025-04-19T02:00:00+02:00,vendredi 18 avril 2025 - 21:00 ⤏ 02:00,vendredi 18 avril 2025,ABSOLEM,"40 Bd Jacques Saadé, 13002 Marseille",Marseille,13002,43.310549,5.367225
Alert O Jazz,"♫Manouche, swing & bossa-nova♫",2025-04-18T21:00:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 21:00 ⤏ 23:59,vendredi 18 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
"Monk's Mood",♫Jazz & espiègleries♫,2025-04-18T21:00:00+02:00 -> 2025-04-18T23:30:00+02:00,vendredi 18 avril 2025 - 21:00 ⤏ 23:30,vendredi 18 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Eve Dahan,♫ELECTRO♫,2025-04-18T21:30:00+02:00 -> 2025-04-19T02:30:00+02:00,vendredi 18 avril 2025 - 21:30 ⤏ 02:30,vendredi 18 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
Micro Ouvert Hip Hop,♫♫♫,2025-04-18T21:30:00+02:00 -> 2025-04-18T23:59:00+02:00,vendredi 18 avril 2025 - 21:30 ⤏ 23:59,vendredi 18 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
Groovence & Friends W/ Margee B2b Khalk B2b Moonee,♫HOUSE / ELECTRO / GROOVE MUSIC / TECHNO / BREAKS / EXPERIMENTAL♫,2025-04-18T22:00:00+02:00 -> 2025-04-19T04:00:00+02:00,vendredi 18 avril 2025 - 22:00 ⤏ 04:00,vendredi 18 avril 2025,Le Chapiteau,"38 Traverse Notre Dame de Bon Secours, 13003 Marseille",Marseille,13003,43.314757,5.386469
PQMV HOUSE CLUB #2,♫ELECTRO♫,2025-04-18T23:00:00+02:00 -> 2025-04-19T05:00:00+02:00,vendredi 18 avril 2025 - 23:00 ⤏ 05:00,vendredi 18 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
SAY MY NAME,♫♫♫,2025-04-18T23:00:00+02:00 -> 2025-04-19T03:30:00+02:00,vendredi 18 avril 2025 - 23:00 ⤏ 03:30,vendredi 18 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Groove Or Nothing : Darius Syrossian + Vassalo & Friends,♫CLUBBING♫,2025-04-18T23:55:00+02:00 -> 2025-04-19T06:00:00+02:00,vendredi 18 avril 2025 - 23:55 ⤏ 06:00,vendredi 18 avril 2025,Baby Club,"2 rue André Poggioli, 13006 Marseille",Marseille,13006,43.293548,5.385247
"La Society: ""In The Mix""",♫♫♫,2025-04-19T15:00:00+02:00 -> 2025-04-19T19:30:00+02:00,samedi 19 avril 2025 - 15:00 ⤏ 19:30,samedi 19 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
La Society - TASSAOUEF,♫CRÉATION MUSIQUE ET DANSE♫,2025-04-19T18:00:00+02:00 -> 2025-04-19T19:00:00+02:00,samedi 19 avril 2025 - 18:00 ⤏ 19:00,samedi 19 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Coachella Party,♫CLUBBING♫,2025-04-19T19:00:00+02:00 -> 2025-04-20T02:00:00+02:00,samedi 19 avril 2025 - 19:00 ⤏ 02:00,samedi 19 avril 2025,La Place des Canailles (Les Dock Village),10 place de la Joliette 13002 Marseille,Marseille,13002,43.305526,5.366147
Dub ta Brasserie #5 Up-Full Brothers sound,♫♫♫,2025-04-19T19:00:00+02:00 -> 2025-04-20T02:00:00+02:00,samedi 19 avril 2025 - 19:00 ⤏ 02:00,samedi 19 avril 2025,La Zouaverie,"735 Rue du Lieutenant Parayre, 13290 Aix-en-Provence",Aix-en-Provence,13794,43.497696,5.364336
ASHEN HEART / HARP,♫Death Metal Mélodique♫,2025-04-19T19:00:00+02:00 -> 2025-04-19T22:30:00+02:00,samedi 19 avril 2025 - 19:00 ⤏ 22:30,samedi 19 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
YOKAI release party,♫♫♫,2025-04-19T19:00:00+02:00 -> 2025-04-19T20:00:00+02:00,samedi 19 avril 2025 - 19:00 ⤏ 20:00,samedi 19 avril 2025,Haloa Music,531 rue des Canesteu 13330 Salon de provence,Salon-de-Provence,13300,43.63226,5.095341
"La Society - Awa Isoa, Vanda Forte, Mowgly, Pan-J",♫HIP-HOP♫,2025-04-19T20:00:00+02:00 -> 2025-04-20T02:00:00+02:00,samedi 19 avril 2025 - 20:00 ⤏ 02:00,samedi 19 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
ADÈLE CASTILLON,♫♫♫,2025-04-19T20:00:00+02:00 -> 2025-04-19T23:00:00+02:00,samedi 19 avril 2025 - 20:00 ⤏ 23:00,samedi 19 avril 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
HEIMAT,♫Experimental Post Wave♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T23:59:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 23:59,samedi 19 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
RUSTY NAILS / PHANTOM ASS,♫Hardcore thrash punk♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T23:59:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 23:59,samedi 19 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
ChloRockine,♫ROCK COVERBAND♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T23:30:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 23:30,samedi 19 avril 2025,Yo’s BREW,Z.A.C. de St Esteve 13360 Roquevaire,Roquevaire,13360,43.338581,5.601515
Franglish,♫♫♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T22:30:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 22:30,samedi 19 avril 2025,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
Didier Super Et Son Groupe Discount,♫♫♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T22:30:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 22:30,samedi 19 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
JOURNEYMAN,♫♫♫,2025-04-19T20:30:00+02:00 -> 2025-04-19T22:30:00+02:00,samedi 19 avril 2025 - 20:30 ⤏ 22:30,samedi 19 avril 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
Soirée Génération Rock,♫CLUBBING♫,2025-04-19T21:00:00+02:00 -> 2025-04-20T04:00:00+02:00,samedi 19 avril 2025 - 21:00 ⤏ 04:00,samedi 19 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
"Les 20 ans du Train en marche, soir 3",♫♫♫,2025-04-19T21:00:00+02:00 -> 2025-04-20T01:00:00+02:00,samedi 19 avril 2025 - 21:00 ⤏ 01:00,samedi 19 avril 2025,"L'Embobineuse","11 Boulevard Bouès, 13003 Marseille",Marseille,13003,43.311271,5.383129
HI.Lo Mindtrip Records,♫ELECTRO♫,2025-04-19T21:30:00+02:00 -> 2025-04-20T02:30:00+02:00,samedi 19 avril 2025 - 21:30 ⤏ 02:30,samedi 19 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
BEGUE FALL,♫AFRO REGGAE WORLD♫,2025-04-19T21:30:00+02:00 -> 2025-04-19T23:59:00+02:00,samedi 19 avril 2025 - 21:30 ⤏ 23:59,samedi 19 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Mime,♫♫♫,2025-04-19T21:30:00+02:00 -> 2025-04-19T23:59:00+02:00,samedi 19 avril 2025 - 21:30 ⤏ 23:59,samedi 19 avril 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
"Hit Machine Rave W/ 8fck, 2bonmat1, Postive Energy & Dora",♫CLUBBING♫,2025-04-19T22:00:00+02:00 -> 2025-04-20T04:00:00+02:00,samedi 19 avril 2025 - 22:00 ⤏ 04:00,samedi 19 avril 2025,Le Chapiteau,"38 Traverse Notre Dame de Bon Secours, 13003 Marseille",Marseille,13003,43.314757,5.386469
