Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
GROUMPF,♫♫♫,2025-05-10T21:30:00+02:00 -> 2025-05-10T23:59:00+02:00,samedi 10 mai 2025 - 21:30 ⤏ 23:59,samedi 10 mai 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
ESPACES BLANCS,♫♫♫,2025-05-11T11:00:00+02:00 -> 2025-05-11T12:30:00+02:00,dimanche 11 mai 2025 - 11:00 ⤏ 12:30,dimanche 11 mai 2025,Opéra de Marseille (Foyer Ernest Reyer),"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293348,5.37588
"Modulation #11: Espaces Blancs - Mathilde Barthélémy, Claudia Jane Scroccaro",♫♫♫,2025-05-11T11:00:00+02:00 -> 2025-05-11T12:00:00+02:00,dimanche 11 mai 2025 - 11:00 ⤏ 12:00,dimanche 11 mai 2025,Opéra de Marseille,"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293627,5.376049
IJAHMAN LEVI / CULTURE,♫REGGAE♫,2025-05-11T20:00:00+02:00 -> 2025-05-11T23:30:00+02:00,dimanche 11 mai 2025 - 20:00 ⤏ 23:30,dimanche 11 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Jam Hors les Murs: Franck Amsallem Trio,♫JAZZ♫,2025-05-11T20:30:00+02:00 -> 2025-05-11T22:30:00+02:00,dimanche 11 mai 2025 - 20:30 ⤏ 22:30,dimanche 11 mai 2025,Centre SOLEA,"68 Rue sainte, 13001 Marseille",Marseille,13007,43.291907,5.371989
Tintamarres: Mariam GVINIASHVILI,♫♫♫,2025-05-12T18:30:00+02:00 -> 2025-05-12T22:00:00+02:00,lundi 12 mai 2025 - 18:30 ⤏ 22:00,lundi 12 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
Bœuf Stone,♫scène ouverte♫,2025-05-12T21:00:00+02:00 -> 2025-05-12T23:59:00+02:00,lundi 12 mai 2025 - 21:00 ⤏ 23:59,lundi 12 mai 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
Les Auditions du Marché,♫♫♫,2025-05-13T12:30:00+02:00 -> 2025-05-13T13:00:00+02:00,mardi 13 mai 2025 - 12:30 ⤏ 13:00,mardi 13 mai 2025,Église Notre Dame du mont,1 rue de Lodi - 13006 Marseille,Marseille,13006,43.286837,5.389539
Moses Patrou,♫♫♫,2025-05-13T20:00:00+02:00 -> 2025-05-13T23:00:00+02:00,mardi 13 mai 2025 - 20:00 ⤏ 23:00,mardi 13 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
Concert + Jam,♫♫♫,2025-05-13T20:30:00+02:00 -> 2025-05-13T23:30:00+02:00,mardi 13 mai 2025 - 20:30 ⤏ 23:30,mardi 13 mai 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
"Jam Jazz de l'Inter",♫♫♫,2025-05-13T21:00:00+02:00 -> 2025-05-13T23:59:00+02:00,mardi 13 mai 2025 - 21:00 ⤏ 23:59,mardi 13 mai 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-05-13T21:30:00+02:00 -> 2025-05-13T23:59:00+02:00,mardi 13 mai 2025 - 21:30 ⤏ 23:59,mardi 13 mai 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Les Jardins Sonores du Talus,♫♫♫,2025-05-14T19:00:00+02:00 -> 2025-05-14T22:00:00+02:00,mercredi 14 mai 2025 - 19:00 ⤏ 22:00,mercredi 14 mai 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
Margaritas Podridas + Guest,♫Alt Rock Mexique♫,2025-05-14T20:30:00+02:00 -> 2025-05-14T23:59:00+02:00,mercredi 14 mai 2025 - 20:30 ⤏ 23:59,mercredi 14 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Zalaï,♫Chanson française’♫,2025-05-14T20:30:00+02:00 -> 2025-05-14T23:30:00+02:00,mercredi 14 mai 2025 - 20:30 ⤏ 23:30,mercredi 14 mai 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
Soirée Metal,♫♫♫,2025-05-14T21:00:00+02:00 -> 2025-05-15T03:00:00+02:00,mercredi 14 mai 2025 - 21:00 ⤏ 03:00,mercredi 14 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La Metro Jam,♫SCENE LIBRE♫,2025-05-14T21:00:00+02:00 -> 2025-05-14T23:30:00+02:00,mercredi 14 mai 2025 - 21:00 ⤏ 23:30,mercredi 14 mai 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
TWERKISTAN: VERSUS,♫♫♫,2025-05-14T22:00:00+02:00 -> 2025-05-15T04:00:00+02:00,mercredi 14 mai 2025 - 22:00 ⤏ 04:00,mercredi 14 mai 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Tintamarres - Étudiants,♫♫♫,2025-05-15T19:00:00+02:00 -> 2025-05-15T22:00:00+02:00,jeudi 15 mai 2025 - 19:00 ⤏ 22:00,jeudi 15 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
Happy Days + Suicidal Madness + Bovary,♫♫♫,2025-05-15T20:00:00+02:00 -> 2025-05-15T23:59:00+02:00,jeudi 15 mai 2025 - 20:00 ⤏ 23:59,jeudi 15 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Le Grand Bal Raï + Hocine Bena,♫♫♫,2025-05-15T20:00:00+02:00 -> 2025-05-15T23:30:00+02:00,jeudi 15 mai 2025 - 20:00 ⤏ 23:30,jeudi 15 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Oscar Emch + Baby Sharon,♫♫♫,2025-05-15T20:00:00+02:00 -> 2025-05-15T23:30:00+02:00,jeudi 15 mai 2025 - 20:00 ⤏ 23:30,jeudi 15 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Les jeudis Jam Sessions,♫♫♫,2025-05-15T20:00:00+02:00 -> 2025-05-15T23:00:00+02:00,jeudi 15 mai 2025 - 20:00 ⤏ 23:00,jeudi 15 mai 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
Cécile Troïsi 4tet,♫♫♫,2025-05-16T19:00:00+02:00 -> 2025-05-16T22:00:00+02:00,vendredi 16 mai 2025 - 19:00 ⤏ 22:00,vendredi 16 mai 2025,Bastide de Fontvieille,"780 Route des 4 Saisons, 13190 Allauch",Allauch,13190,43.324837,5.492119
ELIJAH FOX,♫Jazz/Soul from L.A.♫,2025-05-16T19:00:00+02:00 -> 2025-05-16T22:00:00+02:00,vendredi 16 mai 2025 - 19:00 ⤏ 22:00,vendredi 16 mai 2025,La Mesón,52 rue Consolat 13001 Marseille,Marseille,13381,43.300197,5.387889
Big John Bates / The Dirteez,♫ROCK♫,2025-05-16T19:30:00+02:00 -> 2025-05-16T22:00:00+02:00,vendredi 16 mai 2025 - 19:30 ⤏ 22:00,vendredi 16 mai 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
ULTRA VOMIT + 1ère partie,♫METAL♫,2025-05-16T20:00:00+02:00 -> 2025-05-16T23:30:00+02:00,vendredi 16 mai 2025 - 20:00 ⤏ 23:30,vendredi 16 mai 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
Un tour du monde en musique,♫♫♫,2025-05-16T20:00:00+02:00 -> 2025-05-16T22:00:00+02:00,vendredi 16 mai 2025 - 20:00 ⤏ 22:00,vendredi 16 mai 2025,Théâtre La Criée,"30 quai de Rive Neuve, 13007 Marseille",Marseille,13007,43.292567,5.368139
NICOLAS LAFOUREST,♫♫♫,2025-05-16T20:00:00+02:00 -> 2025-05-16T22:00:00+02:00,vendredi 16 mai 2025 - 20:00 ⤏ 22:00,vendredi 16 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
TEMPO / TOTAL TÉLÉPHONE,♫♫♫,2025-05-16T20:30:00+02:00 -> 2025-05-16T23:59:00+02:00,vendredi 16 mai 2025 - 20:30 ⤏ 23:59,vendredi 16 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Balèti avec L’une et L’autre,♫♫♫,2025-05-16T20:30:00+02:00 -> 2025-05-16T22:30:00+02:00,vendredi 16 mai 2025 - 20:30 ⤏ 22:30,vendredi 16 mai 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
BOBY LAPOINTE… SON NEZ,♫♫♫,2025-05-16T20:30:00+02:00 -> 2025-05-16T22:30:00+02:00,vendredi 16 mai 2025 - 20:30 ⤏ 22:30,vendredi 16 mai 2025,Le Non-Lieu,"67 rue de La Palud, 13006 Marseille",Marseille,13006,43.292627,5.380519
ChROnOlogy PARtY,♫CLUBBING♫,2025-05-16T21:00:00+02:00 -> 2025-05-17T04:00:00+02:00,vendredi 16 mai 2025 - 21:00 ⤏ 04:00,vendredi 16 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
2 Gars & 1 Indien,♫♫♫,2025-05-16T21:00:00+02:00 -> 2025-05-16T23:59:00+02:00,vendredi 16 mai 2025 - 21:00 ⤏ 23:59,vendredi 16 mai 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
ROYAL SWING,♫JAZZ MANOUCHE♫,2025-05-16T21:00:00+02:00 -> 2025-05-16T23:59:00+02:00,vendredi 16 mai 2025 - 21:00 ⤏ 23:59,vendredi 16 mai 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
GUILHEM FLOUZAT,♫JAZ♫,2025-05-16T21:00:00+02:00 -> 2025-05-16T23:00:00+02:00,vendredi 16 mai 2025 - 21:00 ⤏ 23:00,vendredi 16 mai 2025,Le Moulin à Jazz,"Allée des artistes, 13127 Vitrolles",Vitrolles,13127,43.421071,5.283119
Club Cabaret X Succession : Marco Faraone,♫ELECTRO♫,2025-05-16T23:00:00+02:00 -> 2025-05-17T05:00:00+02:00,vendredi 16 mai 2025 - 23:00 ⤏ 05:00,vendredi 16 mai 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Frédéric Lo,♫♫♫,2025-05-17T17:00:00+02:00 -> 2025-05-17T19:00:00+02:00,samedi 17 mai 2025 - 17:00 ⤏ 19:00,samedi 17 mai 2025,Lollipop Music Store,"2 BOULEVARD THEODORE THURNER, 13006 Marseille",Marseille,13006,43.291247,5.383259
QUINTETTE À DEUX ALTI,♫MUSIQUE DE CHAMBRE♫,2025-05-17T17:00:00+02:00 -> 2025-05-17T18:30:00+02:00,samedi 17 mai 2025 - 17:00 ⤏ 18:30,samedi 17 mai 2025,Opéra de Marseille,"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293627,5.376049
MARIOLE FESTIVAL: Méfi / Moussu T e lei jovents,♫♫♫,2025-05-17T18:00:00+02:00 -> 2025-05-17T22:30:00+02:00,samedi 17 mai 2025 - 18:00 ⤏ 22:30,samedi 17 mai 2025,Le Cadran Ensues la Redonne,"Chemin du stade, 13820 Ensuès-la-Redonne",Ensuès-la-Redonne,13820,43.35571,5.191399
JOHNNY BARREL COUNTRY BAND AND GUESTS,♫♫♫,2025-05-17T19:00:00+02:00 -> 2025-05-17T22:30:00+02:00,samedi 17 mai 2025 - 19:00 ⤏ 22:30,samedi 17 mai 2025,Le Non-Lieu,"67 rue de La Palud, 13006 Marseille",Marseille,13006,43.292627,5.380519
DAVID LAFORE & GILDAS ETEVENARD,♫chanson décalée♫,2025-05-17T19:00:00+02:00 -> 2025-05-17T22:00:00+02:00,samedi 17 mai 2025 - 19:00 ⤏ 22:00,samedi 17 mai 2025,La Mesón,52 rue Consolat 13001 Marseille,Marseille,13381,43.300197,5.387889
YUME,♫Récital de piano classique♫,2025-05-17T19:30:00+02:00 -> 2025-05-17T21:30:00+02:00,samedi 17 mai 2025 - 19:30 ⤏ 21:30,samedi 17 mai 2025,"Roll'Studio",17 rue des Muettes 13002 Marseille,Marseille,13002,43.298857,5.368159
DEMANDE A LA POUSSIERE / MAUSSADE / MONASTR / JOE LA TRUITE,♫♫♫,2025-05-17T20:00:00+02:00 -> 2025-05-17T23:59:00+02:00,samedi 17 mai 2025 - 20:00 ⤏ 23:59,samedi 17 mai 2025,"l'Humus","45 chemin du grand Jas, 13580 La Fare les Oliviers",La Fare-les-Oliviers,13580,43.554557,5.197379
SOOLKING,♫♫♫,2025-05-17T20:00:00+02:00 -> 2025-05-17T23:00:00+02:00,samedi 17 mai 2025 - 20:00 ⤏ 23:00,samedi 17 mai 2025,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
THE SISTERS OF MERCY,♫♫♫,2025-05-17T20:00:00+02:00 -> 2025-05-17T22:30:00+02:00,samedi 17 mai 2025 - 20:00 ⤏ 22:30,samedi 17 mai 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
KADANS CARAÏBE – Clélya Abraham Quartet,♫♫♫,2025-05-17T20:30:00+02:00 -> 2025-05-17T22:30:00+02:00,samedi 17 mai 2025 - 20:30 ⤏ 22:30,samedi 17 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
MATHIEU BECQUERELLE,♫♫♫,2025-05-17T20:30:00+02:00 -> 2025-05-17T22:30:00+02:00,samedi 17 mai 2025 - 20:30 ⤏ 22:30,samedi 17 mai 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
Soirée Génération Rock,♫CLUBBING♫,2025-05-17T21:00:00+02:00 -> 2025-05-18T04:00:00+02:00,samedi 17 mai 2025 - 21:00 ⤏ 04:00,samedi 17 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Ahinama,♫♫♫,2025-05-17T21:30:00+02:00 -> 2025-05-17T23:59:00+02:00,samedi 17 mai 2025 - 21:30 ⤏ 23:59,samedi 17 mai 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Ôdette Quartet,♫♫♫,2025-05-17T21:30:00+02:00 -> 2025-05-17T23:59:00+02:00,samedi 17 mai 2025 - 21:30 ⤏ 23:59,samedi 17 mai 2025,"Club Convergences 1, Place Evariste Gras",13600 La Ciotat,La Ciotat,13600,43.173671,5.605192
Omerta Presente: Fate II,♫♫♫,2025-05-17T23:00:00+02:00 -> 2025-05-18T05:00:00+02:00,samedi 17 mai 2025 - 23:00 ⤏ 05:00,samedi 17 mai 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
FESTIVAL LA PLAINE DU ROCK 2025,♫♫♫,2025-05-18T13:00:00+02:00 -> 2025-05-18T20:30:00+02:00,dimanche 18 mai 2025 - 13:00 ⤏ 20:30,dimanche 18 mai 2025,Sur la plaine,place Jean Jaures 13005 Marseille,Marseille,13005,43.295077,5.386559
"THE UNDERGROUND YOUTH  + JIM YOUNGER'S SPIRIT + JULIEN DELAYE AND THE ACOLYTES",♫♫♫,2025-05-18T20:30:00+02:00 -> 2025-05-19T00:30:00+02:00,dimanche 18 mai 2025 - 20:30 ⤏ 00:30,dimanche 18 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Bœuf Stone,♫scène ouverte♫,2025-05-19T21:00:00+02:00 -> 2025-05-19T23:59:00+02:00,lundi 19 mai 2025 - 21:00 ⤏ 23:59,lundi 19 mai 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
THE ECHO: OSEES + PSYCHIC GRAVEYARD + LEILA BORDREUIL,♫♫♫,2025-05-20T20:00:00+02:00 -> 2025-05-20T23:59:00+02:00,mardi 20 mai 2025 - 20:00 ⤏ 23:59,mardi 20 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Oscarpicus,♫♫♫,2025-05-20T20:00:00+02:00 -> 2025-05-20T23:00:00+02:00,mardi 20 mai 2025 - 20:00 ⤏ 23:00,mardi 20 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
THE ECHO: ALPHA MAID,♫♫♫,2025-05-20T20:00:00+02:00 -> 2025-05-20T22:00:00+02:00,mardi 20 mai 2025 - 20:00 ⤏ 22:00,mardi 20 mai 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
Concert + Jam,♫♫♫,2025-05-20T20:30:00+02:00 -> 2025-05-20T23:30:00+02:00,mardi 20 mai 2025 - 20:30 ⤏ 23:30,mardi 20 mai 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
Oscarpicus,♫JAZZ♫,2025-05-20T20:30:00+02:00 -> 2025-05-20T22:30:00+02:00,mardi 20 mai 2025 - 20:30 ⤏ 22:30,mardi 20 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
"Jam Jazz de l'Inter",♫♫♫,2025-05-20T21:00:00+02:00 -> 2025-05-20T23:59:00+02:00,mardi 20 mai 2025 - 21:00 ⤏ 23:59,mardi 20 mai 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Le bœuf du Red Lion,♫♫♫,2025-05-20T21:30:00+02:00 -> 2025-05-20T23:59:00+02:00,mardi 20 mai 2025 - 21:30 ⤏ 23:59,mardi 20 mai 2025,Red Lion,"231 Avenue Pierre Mendès France, 13008 Marseille",Marseille,13008,43.249957,5.375488
Les Jardins Sonores du Talus,♫♫♫,2025-05-21T19:00:00+02:00 -> 2025-05-21T22:00:00+02:00,mercredi 21 mai 2025 - 19:00 ⤏ 22:00,mercredi 21 mai 2025,Le TALUS,"603 Rue Saint-Pierre, 13012 Marseille",Marseille,13012,43.289991,5.426101
La JAM JAM JAZZ,♫♫♫,2025-05-21T19:00:00+02:00 -> 2025-05-21T22:00:00+02:00,mercredi 21 mai 2025 - 19:00 ⤏ 22:00,mercredi 21 mai 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
THE ECHO: MILAN.W,♫♫♫,2025-05-21T19:00:00+02:00 -> 2025-05-21T21:30:00+02:00,mercredi 21 mai 2025 - 19:00 ⤏ 21:30,mercredi 21 mai 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
THE ECHO: REYMOUR + BIBI CLUB,♫♫♫,2025-05-21T20:30:00+02:00 -> 2025-05-21T23:30:00+02:00,mercredi 21 mai 2025 - 20:30 ⤏ 23:30,mercredi 21 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
BIG BAND de l’IMFP,♫♫♫,2025-05-21T20:30:00+02:00 -> 2025-05-21T22:30:00+02:00,mercredi 21 mai 2025 - 20:30 ⤏ 22:30,mercredi 21 mai 2025,imfp,"95 avenue raoul francou, 13300 Salon-de-Provence",Salon-de-Provence,13300,43.639507,5.083131
Soirée Metal,♫♫♫,2025-05-21T21:00:00+02:00 -> 2025-05-22T03:00:00+02:00,mercredi 21 mai 2025 - 21:00 ⤏ 03:00,mercredi 21 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
La Metro Jam,♫SCENE LIBRE♫,2025-05-21T21:00:00+02:00 -> 2025-05-21T23:30:00+02:00,mercredi 21 mai 2025 - 21:00 ⤏ 23:30,mercredi 21 mai 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
TWERKISTAN: VERSUS,♫♫♫,2025-05-21T22:00:00+02:00 -> 2025-05-22T04:00:00+02:00,mercredi 21 mai 2025 - 22:00 ⤏ 04:00,mercredi 21 mai 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
THE ECHO: OSEES + PSYCHIC GRAVEYARD + LEILA BORDREUIL,♫♫♫,2025-05-22T20:00:00+02:00 -> 2025-05-22T23:30:00+02:00,jeudi 22 mai 2025 - 20:00 ⤏ 23:30,jeudi 22 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Les jeudis Jam Sessions,♫♫♫,2025-05-22T20:00:00+02:00 -> 2025-05-22T23:00:00+02:00,jeudi 22 mai 2025 - 20:00 ⤏ 23:00,jeudi 22 mai 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
PATRICK FIORI,♫♫♫,2025-05-22T20:00:00+02:00 -> 2025-05-22T22:00:00+02:00,jeudi 22 mai 2025 - 20:00 ⤏ 22:00,jeudi 22 mai 2025,le Dôme,"48 Avenue de Saint-Just, 13004 Marseille",Marseille,13013,43.314877,5.404349
MARCO MENDOZA Trio / BLACK ROSE COMMUNION,♫♫♫,2025-05-22T20:30:00+02:00 -> 2025-05-22T23:59:00+02:00,jeudi 22 mai 2025 - 20:30 ⤏ 23:59,jeudi 22 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
THE ECHO: E-PRIME + EAT-GIRLS + ATTENTION LE TAPIS PREND FEU !,♫♫♫,2025-05-22T20:30:00+02:00 -> 2025-05-22T23:59:00+02:00,jeudi 22 mai 2025 - 20:30 ⤏ 23:59,jeudi 22 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
THE ECHO: TESSINA,♫♫♫,2025-05-23T19:00:00+02:00 -> 2025-05-23T22:00:00+02:00,vendredi 23 mai 2025 - 19:00 ⤏ 22:00,vendredi 23 mai 2025,La Mesón,52 rue Consolat 13001 Marseille,Marseille,13381,43.300197,5.387889
THE ECHO: THE LIMIÑANAS + David Shaw and The Beat,♫♫♫,2025-05-23T20:00:00+02:00 -> 2025-05-23T23:30:00+02:00,vendredi 23 mai 2025 - 20:00 ⤏ 23:30,vendredi 23 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
SOIREE ECOLE DE MUSIQUE DE CHATEAURENARD,♫♫♫,2025-05-23T20:00:00+02:00 -> 2025-05-23T23:30:00+02:00,vendredi 23 mai 2025 - 20:00 ⤏ 23:30,vendredi 23 mai 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
"K' DAVESKI / DUST",♫♫♫,2025-05-23T20:30:00+02:00 -> 2025-05-23T23:59:00+02:00,vendredi 23 mai 2025 - 20:30 ⤏ 23:59,vendredi 23 mai 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
THE ECHO FSTIVAL: MARK WILLIAM LEWIS + DAN A,♫♫♫,2025-05-23T20:30:00+02:00 -> 2025-05-23T23:59:00+02:00,vendredi 23 mai 2025 - 20:30 ⤏ 23:59,vendredi 23 mai 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Louis Chedid,♫♫♫,2025-05-23T20:30:00+02:00 -> 2025-05-23T22:30:00+02:00,vendredi 23 mai 2025 - 20:30 ⤏ 22:30,vendredi 23 mai 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
ChROnOlogy PARtY,♫CLUBBING♫,2025-05-23T21:00:00+02:00 -> 2025-05-24T04:00:00+02:00,vendredi 23 mai 2025 - 21:00 ⤏ 04:00,vendredi 23 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Duo Kanto,♫Chansons & musiques populaires du monde♫,2025-05-23T21:30:00+02:00 -> 2025-05-23T23:59:00+02:00,vendredi 23 mai 2025 - 21:30 ⤏ 23:59,vendredi 23 mai 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
MAAAR,♫♫♫,2025-05-23T21:30:00+02:00 -> 2025-05-23T23:30:00+02:00,vendredi 23 mai 2025 - 21:30 ⤏ 23:30,vendredi 23 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
THE ECHO: RAOUL VIGNAL,♫♫♫,2025-05-24T19:00:00+02:00 -> 2025-05-24T22:00:00+02:00,samedi 24 mai 2025 - 19:00 ⤏ 22:00,samedi 24 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
THE ECHO: MARIE DAVIDSON + RENDEZ-VOUS + BRYAN’S MAGIC TEARS,♫♫♫,2025-05-24T20:00:00+02:00 -> 2025-05-24T23:59:00+02:00,samedi 24 mai 2025 - 20:00 ⤏ 23:59,samedi 24 mai 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
Louis Chedid,♫♫♫,2025-05-24T20:00:00+02:00 -> 2025-05-24T22:00:00+02:00,samedi 24 mai 2025 - 20:00 ⤏ 22:00,samedi 24 mai 2025,Théâtre Comoedia,"13 Cours Maréchal Foch, 13400 Aubagne",Aubagne,13400,43.293447,5.567129
La Guillotine - Fin de semaine House of belles plantes BB13,♫♫♫,2025-05-24T20:30:00+02:00 -> 2025-05-25T00:30:00+02:00,samedi 24 mai 2025 - 20:30 ⤏ 00:30,samedi 24 mai 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
TRIO WASSIÉ /SOURISSEAU/ BACQUIAS,♫♫♫,2025-05-24T20:30:00+02:00 -> 2025-05-24T22:30:00+02:00,samedi 24 mai 2025 - 20:30 ⤏ 22:30,samedi 24 mai 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
Soirée Génération Rock,♫CLUBBING♫,2025-05-24T21:00:00+02:00 -> 2025-05-25T04:00:00+02:00,samedi 24 mai 2025 - 21:00 ⤏ 04:00,samedi 24 mai 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
