ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
RTM-00001524;;Gaston Crémieux;43.278872, 5.380494;BOULEVARD GASTON CRÉMIEUX  MARSEILLE 13008;;;0;;;2
RTM-00001529;;Gaston Crémieux;43.278938, 5.380138;;;;0;;;2
RTM-00002963;;Gavotte Peyrets;43.3883609, 5.35234836;;;;0;;;2
RTM-00003739;;Gavoty Gillet;43.312391, 5.414365;;;;0;;;2
RTM-00000326;;Gay Lussac;43.334491, 5.374793;;;;0;;;2
RTM-00003019;;Gendarmerie;43.39233698, 5.36733091;pas de trottoir;;;0;;;2
RTM-00003414;;George;43.295579, 5.397439;;;;0;;;1
RTM-00003420;;George;43.295689, 5.397289;;;;0;;;1
RTM-00003364;;George Verdun;43.296813, 5.397782;RUE GEORGE  MARSEILLE 13005;;;0;;;1
RTM-00002272;;Gibbes Bon Secours;43.320643, 5.380604;31 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00000537;;Gibbes D'Artagnan;43.326271, 5.383861;180 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00000557;;Gibbes Plombières;43.319188, 5.379431;;;;0;;;2
RTM-00004155;;Giono Libération;43.344067, 5.458735;AVENUE JEAN GIONO  PLAN-DE-CUQUES 13380;;;0;;;2
RTM-00004518;;Gouffé Austerlitz;43.28599192, 5.387713;;;;0;;;2
RTM-00001630;;Granada;43.284955, 5.439497;BOULEVARD DE SAINT-LOUP  MARSEILLE 13011;;;0;;;2
RTM-00004309;;Grand Littoral Sud;43.361826, 5.349146;ROND-POINT ANTOINE SARTORIO  MARSEILLE 13015;;;0;;;2
RTM-00001915;;Grand St Giniez;43.264541, 5.390658;AVENUE ALEXANDRE DUMAS  MARSEILLE 13008;;;0;;;1
RTM-00001714;;Grotte Rolland;43.236593, 5.362346;;;;0;;;2
RTM-00004152;;Groupe Clovis Hugues;43.316122, 5.378723;AVENUE ÉDOUARD VAILLANT  MARSEILLE 13003;;;0;;;2
RTM-00000540;;Groupe Le Canet;43.331202, 5.385463;;;;0;;;2
RTM-00000550;;Groupe Le Canet;43.330994, 5.385083;;;;0;;;2
RTM-00001453;;Guadeloupe Milly;43.280876, 5.376037;RUE DE LA GUADELOUPE  MARSEILLE 13006;;;0;;;2
RTM-00004191;;Guidicelli Fouquet;43.286505, 5.35467;;;;0;;;2
RTM-00001572;;Guigou;43.313198, 5.396862;AVENUE DES CHUTES LAVIE  MARSEILLE 13004;;;0;;;2
RTM-00004265;;Gèze;43.32794836, 5.36735773;;;;0;;;2
RTM-00004330;;Gèze Sauvage;43.330519, 5.371189;42 BOULEVARD DU CAPITAINE-GÈZE  MARSEILLE 13014;;;0;;;2
RTM-00001063;;Géraniums;43.341361, 5.409335;;;;0;;;2
RTM-00000948;;Haguenau Merle;43.30132, 5.413203;;;;0;;;2
RTM-00001846;;Hambourg Lancier;43.247245, 5.393007;;;;0;;;2
RTM-00003821;;Hangar J1;43.302804, 5.364789;;;;0;;;1
RTM-00004356;;Hauts de Ste Marthe;43.3429997, 5.398844;TRAVERSE SAINTE-JEANNE  MARSEILLE 13014;;;0;;;1
RTM-00001843;;Haïfa Ollivary;43.253182, 5.392842;;;;0;;;2
RTM-00001880;;Haïfa Ollivary;43.25313718, 5.39291027;;;;0;;;1
RTM-00000945;;Haïti Hespérides;43.298215, 5.415776;;;;0;;;2
RTM-00002209;;Henri Tasso;43.338322, 5.47643;descente sur accotement piéton;;;0;;;2
RTM-00001772;;HLM de Luminy;43.2431293, 5.4382186;;;;0;;;1
RTM-00001331;;HLM La Barasse;43.284475, 5.488366;BOULEVARD DE LA BARASSE  MARSEILLE 13011;;;0;;;1
RTM-00001369;;HLM La Barasse;43.28474, 5.487329;;;;0;;;1
RTM-00001201;;HLM La Rouguière;43.293387, 5.454552;;;;0;;;2
RTM-00000178;;HLM Les Aygalades;43.353367, 5.369291;;;;0;;;2
RTM-00000923;;HLM Les Caillols;43.30131132, 5.44976632;;;;0;;;2
RTM-00001378;;HLM Néréïdes;43.288809, 5.459199;;;;0;;;2
RTM-00000564;;Hôpital Edouard Toulouse;43.381209, 5.358343;;;;0;;;2
RTM-00002516;;Hôpital Laveran;43.326854, 5.413589;;;;0;;;1
RTM-00004106;;Hôpital Nord;43.377203, 5.363819;depart/terminus ligne 96;;;0;;;1
RTM-00004107;;Hôpital Nord;43.377358, 5.363439;depart/terminus ligne 97;;;0;;;1
RTM-00004096;;Hôpital St Joseph;43.275122, 5.395272;;;;0;;;1
RTM-00001909;;Hôpital Ste Marguerite;43.262703, 5.412552;267 BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;1
RTM-00001828;;Isaac Luce;43.25770574, 5.3972429;;;;0;;;2
RTM-00001823;;Jardin Bortoli;43.2487806, 5.39785864;;;;0;;;2
RTM-00001980;;Jardin Bortoli;43.248334, 5.396984;;;;0;;;2
RTM-00001618;;Jean Moulin Facultés;43.288501, 5.400384;27 BOULEVARD JEAN MOULIN  MARSEILLE 13005;;;0;;;1
RTM-00001581;;Jean Moulin Ste Baume;43.28663694, 5.39933227;;;;0;;;1
RTM-00004425;;Jeanne d'Arc;43.294078, 5.399425;17 BOULEVARD JEANNE D'ARC  MARSEILLE 13005;;;0;;;2
RTM-00003209;;Joliette;43.305473, 5.367157;;;;0;;;1
RTM-00003279;;Joliette;43.30539, 5.367262;;;;0;;;1
RTM-00004080;;Joliot Curie;43.343643, 5.435543;;;;0;;;1
RTM-00000781;;Jonquilles Maurelle;43.321918, 5.438287;;;;0;;;2
RTM-00001462;;Jules Moulet Dragon;43.28667943, 5.37314594;RUE JULES MOULET  MARSEILLE 13006;;;0;;;1
RTM-00001463;;Jules Moulet Notre Dame;43.284751, 5.374042;;;;0;;;2
RTM-00000897;;Kaddouz Mazarade;43.314549, 5.432735;;;;0;;;2
RTM-00000881;;Kaddouz Sables Jaunes;43.313053, 5.431232;;;;0;;;2
RTM-00000768;;Kaddouz Séminaire;43.318852, 5.439508;;;;0;;;2
RTM-00000784;;Kaddouz Séminaire;43.318629, 5.439284;;;;0;;;2
RTM-00002163;;L'Elysée;43.350951, 5.47166;;;;0;;;2
RTM-00001043;;L'Escalet;43.352776, 5.415827;;;;0;;;2
RTM-00000302;;L'Estaque;43.362594, 5.318694;;;;0;;;1
RTM-00004339;;L'Estaque;43.36077914, 5.31027965;SQUARE FRÉDÉRIC MISTRAL  MARSEILLE 13016;;;0;;;0
RTM-00002164;;L'Hermitage;43.351839, 5.475663;;;;0;;;2
RTM-00000163;;L'Hermitage Jean Moulin;43.36162, 5.362782;;;;0;;;1
RTM-00004271;;L'Oliveraie;43.380278, 5.354201;AVENUE ANNE-MARIE  MARSEILLE 13015;;;0;;;2
RTM-00001371;;La Barasse;43.28558, 5.481012;;;;0;;;2
RTM-00001077;;La Batarelle;43.355692, 5.408204;;;;0;;;1
RTM-00001079;;La Batarelle Basse;43.350249, 5.415109;;;;0;;;2
RTM-00000565;;La Bigotte;43.384431, 5.366452;CHEMIN DE LA BIGOTTE  MARSEILLE 13015;;;0;;;2
RTM-00003227;;La Blancarde;43.296653, 5.405477;;;;0;;;1
RTM-00003489;;La Blancarde;43.295438, 5.406199;;;;0;;;2
RTM-00004577;;La Blancarde;43.295599, 5.40652154;Bus Relais M2 - Nuits Longues NEOMMA;;;0;;;2
RTM-00003234;;La Boiseraie;43.294904, 5.422569;;;;0;;;1
RTM-00003253;;La Boiseraie;43.294999, 5.422531;;;;0;;;1
RTM-00001114;;La Boudinière;43.324038, 5.415875;;;;0;;;2
RTM-00000023;;La Bricarde;43.370394, 5.346671;;;;0;;;2
RTM-00002203;;La Cascade;43.339108, 5.453834;;;;0;;;2
RTM-00002549;;La Castellane;43.366809, 5.343387;;;;0;;;2
RTM-00004328;;La Castellane Ecole;43.36507534, 5.34279412;BOULEVARD HENRI BARNIER  MARSEILLE 13015;;;0;;;2
RTM-00004438;;La Cayolle;43.230655, 5.403341;ALLÉE DE LA FONTAINE VEYRE  MARSEILLE 13009;;;0;;;1
RTM-00004164;;La Clairière;43.265648, 5.424162;CHEMIN DU VAL-DES-BOIS  MARSEILLE 13009;;;0;;;2
RTM-00003593;;La Craie;43.32935498, 5.49017879;186 ROUTE DES 4 SAISONS  ALLAUCH 13190;;;0;;;2
RTM-00000587;;La Croix Rouge;43.334902, 5.451337;;;;0;;;2
RTM-00002205;;La Croix Rouge;43.335413, 5.450985;;;;0;;;2
RTM-00000575;;La Croix Rouge Val Plan;43.332479, 5.435254;;;;0;;;2
RTM-00001681;;La Fauvière;43.278352, 5.428035;;;;0;;;2
RTM-00000955;;La Fourragère Désert;43.297513, 5.433962;;;;0;;;1
RTM-00000968;;La Fourragère Désert;43.297618, 5.434135;;;;0;;;1
RTM-00002669;;La Galerie La Valentine;43.295046, 5.479349;trou pour emplacement PIV;;;0;;;2
RTM-00002950;;La Gavotte Peyret;43.388299, 5.351972;CHEMIN DE LA BEDOULE  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00002981;;La Grande Vigne;43.40515, 5.363994;;;;0;;;2
RTM-00003007;;La Grande Vigne;43.405191, 5.36418;;;;0;;;2
RTM-00000594;;La Grave La Rose;43.32992679, 5.42753041;AVENUE FRANÇOIS MIGNET  MARSEILLE 13013;;;0;;;2
RTM-00000705;;La Julienne;43.347904, 5.429775;;;;0;;;2
RTM-00002173;;La Louise;43.332731, 5.459365;;;;0;;;2
RTM-00003819;;La Major;43.299322, 5.363699;;;;0;;;1
RTM-00003990;;La Martine;43.374431, 5.365895;BOULEVARD DU BOSPHORE  MARSEILLE 13015;;;0;;;1
RTM-00004002;;La Martine;43.374629, 5.365966;;;;0;;;1
RTM-00001367;;La Millière;43.283505, 5.498855;;;;0;;;1
RTM-00001366;;La Millière Solitude;43.283604, 5.501924;;;;0;;;1
RTM-00002157;;La Montade;43.360023, 5.464857;AVENUE LOUIS PASTEUR  PLAN-DE-CUQUES 13380;;;0;;;1
RTM-00001197;;La Montre;43.290698, 5.47185;;;;0;;;2
RTM-00000303;;La Nerthe Marinier;43.3632349, 5.31609725;40 BOULEVARD ROGER CHIEUSSE  MARSEILLE 13016;;;0;;;2
RTM-00000308;;La Nerthe Mistral;43.362908, 5.313136;;;;0;;;2
RTM-00003612;;La Panouse;43.256717, 5.427291;;;;0;;;2
RTM-00003614;;La Panouse Belle Fontaine;43.257048, 5.422523;;;;0;;;2
RTM-00003617;;La Panouse Bougainvilliers;43.257104, 5.423968;AVENUE DE LA PANOUSE  MARSEILLE 13009;;;0;;;2
RTM-00000688;;La Parade Garou;43.36099, 5.439721;;;;0;;;2
RTM-00004340;;La Pointe Rouge;43.24308037, 5.36715053;AVENUE D'ODESSA  MARSEILLE 13008;;;0;;;0
RTM-00001166;;La Pomme Campanules;43.29134174, 5.44388652;;;;0;;;2
RTM-00001205;;La Pomme Campanules;43.291061, 5.442119;;;;0;;;2
RTM-00002216;;La Pounche;43.33293, 5.462799;nom: les toits de la pounche;;;0;;;2
RTM-00002177;;La Pounche Ecoles;43.334583, 5.466633;;;;0;;;2
RTM-00000577;;La Ravelle;43.33474694, 5.44312115;AVENUE DE LA CROIX-ROUGE  MARSEILLE 13013;;;0;;;2
RTM-00000573;;La Rose;43.330058, 5.429696;;;;0;;;2
RTM-00002275;;La Rose;43.333138, 5.4296345;;;;0;;;2
RTM-00000574;;La Rose Bd Neuf;43.331185, 5.432438;;;;0;;;2
RTM-00000571;;La Rose Poste;43.331483, 5.428273;AVENUE FRANÇOIS MIGNET  MARSEILLE 13013;;;0;;;2
RTM-00001013;;La Rose Village;43.3288264, 5.42682867;;;;0;;;2
RTM-00001200;;La Rouguière;43.292342, 5.458994;;;;0;;;1
RTM-00001241;;La Rouguière;43.29769, 5.459375;;;;0;;;2
RTM-00000636;;La Sablière;43.29076, 5.477637;;;;0;;;2
RTM-00001623;;La Sauvagère;43.273826, 5.414169;;;;0;;;2
RTM-00004418;;La Savine;43.36879038, 5.36968518;31 CITÉ LA SAVINE  MARSEILLE 13015;;;0;;;2
RTM-00004458;;La Savine Couronne;43.36745697, 5.3694905;;;;0;;;2
RTM-00001833;;La Seigneurie;43.23919255, 5.41428566;;;;0;;;2
RTM-00001834;;La Seigneurie;43.239303, 5.414305;;;;0;;;2
RTM-00000116;;La Simiane;43.34203, 5.38665;;;;0;;;2
RTM-00000566;;La Solidarité;43.386081, 5.369464;;;;0;;;2
RTM-00001334;;La Solitude;43.283439, 5.503122;;;;0;;;2
RTM-00001365;;La Solitude;43.283556, 5.503174;;;;0;;;2
RTM-00000177;;La Sylve Le Castellas;43.353768, 5.371441;;;;0;;;2
RTM-00002457;;La Valentelle;43.296767, 5.475871;TRAVERSE DE LA MONTRE  MARSEILLE 13011;;;0;;;2
RTM-00001382;;La Valentine Centre Commercial;43.293986, 5.475;;;;0;;;2
RTM-00004500;;La Verte;43.349652, 5.487307;;;;0;;;2
RTM-00003975;;La Viste;43.35960876, 5.35771273;;;;0;;;1
RTM-00004018;;La Viste Hanoï;43.358172, 5.357546;;;;0;;;2
RTM-00004016;;La Viste Scierie;43.362211, 5.357266;;;;0;;;1
RTM-00004092;;Langevin;43.346698, 5.428314;;;;0;;;2
RTM-00004064;;Langevin Consolation;43.339005, 5.432879;;;;0;;;2
RTM-00004081;;Langevin Plank;43.340979, 5.432739;;;;0;;;2
RTM-00001977;;Le Brix Michelet;43.259695, 5.401717;;;;0;;;2
RTM-00001953;;Le Brix Sévigné;43.261587, 5.403749;;;;0;;;2
RTM-00000199;;Le Canal;43.366359, 5.369308;;;;0;;;2
RTM-00000546;;Le Canet Jean Jaurès;43.33344, 5.378066;;;;0;;;2
RTM-00000123;;Le Castellas;43.35202, 5.372978;;;;0;;;2
RTM-00002193;;Le Logis Neuf Centre Médical;43.354467, 5.485029;;;;0;;;2
RTM-00000753;;Le Petit Bosquet;43.313699, 5.413312;;;;0;;;2
RTM-00001775;;Le Redon;43.244844, 5.426675;D559  MARSEILLE 13009;;;0;;;1
RTM-00000283;;Le Silo;43.310131, 5.366967;QUAI DU LAZARET  MARSEILLE 13002;;;0;;;1
RTM-00001510;;Le Terrail;43.280164, 5.368653;CHEMIN DU ROUCAS BLANC  MARSEILLE 13007;;;0;;;2
RTM-00000954;;Le Vendôme;43.29849, 5.431271;;;;0;;;1
RTM-00000969;;Le Vendôme;43.298632, 5.431365;;;;0;;;1
RTM-00004070;;Leprince Ringuet;43.34425, 5.442285;;;;0;;;2
RTM-00004078;;Leprince Ringuet;43.344166, 5.441697;;;;0;;;2
RTM-00000708;;Les 2 Tours;43.345302, 5.42397;;;;0;;;2
RTM-00000839;;Les 3 Lucs;43.311989, 5.464731;;;;0;;;1
RTM-00000841;;Les 3 Lucs Marionne;43.311357, 5.45713;AVENUE FERNANDEL  MARSEILLE 13012;;;0;;;1
RTM-00001684;;Les 3 Ponts;43.27408854, 5.43613853;RUE DES TROIS PONTS  MARSEILLE 13010;;;0;;;2
RTM-00001688;;Les 3 Ponts;43.274142, 5.436064;;;;0;;;2
RTM-00000655;;Les Acacias;43.325494, 5.452671;;;;0;;;2
RTM-00001194;;Les Accates;43.297511, 5.496463;;;;0;;;2
RTM-00000884;;Les Amaryllis;43.317182, 5.439502;;;;0;;;2
RTM-00000656;;Les Aurengues;43.325118, 5.45039;;;;0;;;2
RTM-00000160;;Les Aygalades;43.356815, 5.368852;BOULEVARD DE L'ANGELETTE  MARSEILLE 13015;;;0;;;1
RTM-00002561;;Les Aygalades;43.35593689, 5.36957324;;;;0;;;2
RTM-00000581;;Les Bartavelles;43.333537, 5.456036;;;;0;;;1
RTM-00000661;;Les Baudillons;43.328427, 5.433853;;;;0;;;2
RTM-00001813;;Les Baumettes;43.226255, 5.416403;;;;0;;;2
RTM-00000952;;Les Borromées;43.300878, 5.430835;;;;0;;;1
RTM-00000885;;Les Bougainvilliers;43.317308, 5.441983;;;;0;;;2
RTM-00000894;;Les Bougainvilliers;43.317756, 5.44264;;;;0;;;2
RTM-00002896;;Les Bruyères;43.274571, 5.438711;;;;0;;;2
RTM-00003247;;Les Caillols;43.294775, 5.443973;;;;0;;;1
RTM-00001203;;Les Caillols Centre Urbain;43.294461, 5.444793;AVENUE RAOUL FOLLEREAU  MARSEILLE 13011;;;0;;;1
RTM-00001214;;Les Camoins;43.301315, 5.509139;;;;0;;;2
RTM-00002192;;Les Chanauds;43.352869, 5.482756;AVENUE LEÏ RIMA  ALLAUCH 13190;;;0;;;2
RTM-00001121;;Les Chartreux;43.315409, 5.403592;;;;0;;;2
RTM-00002183;;Les Cigales;43.339737, 5.482861;;;;0;;;2
RTM-00001245;;Les Cigalons;43.298854, 5.451884;;;;0;;;2
RTM-00003197;;Les Collines Centre;43.405727, 5.369132;;;;0;;;2
RTM-00003198;;Les Collines Cimetière;43.403569, 5.369431;;;;0;;;2
RTM-00000002;;Les Crottes;43.32413, 5.367416;28 RUE DE LYON  MARSEILLE 13015;;;0;;;1
RTM-00000344;;Les Cèdres;43.326217, 5.410133;AVENUE SAINT-PAUL  MARSEILLE 13013;;;0;;;1
RTM-00000354;;Les Cèdres;43.32633314, 5.41030848;AVENUE SAINT-PAUL  MARSEILLE 13013;;;0;;;1
RTM-00001389;;Les Escourtines;43.2811339, 5.50467412;BOULEVARD DE LA SOLITUDE  MARSEILLE 13011;;;0;;;2
RTM-00003982;;Les Fabrettes;43.379704, 5.357291;;;;0;;;1
RTM-00000339;;Les Flamants Les Iris;43.332096, 5.403851;AVENUE GEORGES BRAQUE  MARSEILLE 13014;;;0;;;2
RTM-00002359;;Les Goudes;43.215259, 5.347725;;;;0;;;2
RTM-00002361;;Les Goudes;43.2153241, 5.34776164;;;;0;;;2
RTM-00002358;;Les Goudes Giraud;43.217119, 5.346211;BOULEVARD ALEXANDRE DELABRE  MARSEILLE 13008;;;0;;;2
RTM-00000979;;Les Hirondelles;43.331087, 5.406799;;;;0;;;2
RTM-00000352;;Les Lauriers;43.327306, 5.41269;RUE DE MARATHON  MARSEILLE 13013;;;0;;;1
RTM-00001240;;Les Libérateurs;43.299651, 5.458035;;;;0;;;2
RTM-00001243;;Les Libérateurs;43.299742, 5.457639;;;;0;;;2
RTM-00001694;;Les Marronniers;43.276939, 5.420388;;;;0;;;2
RTM-00003720;;Les Mazets;43.391913, 5.364493;;;;0;;;2
RTM-00000679;;Les Mourets;43.351988, 5.436429;;;;0;;;2
RTM-00001288;;Les Néréïdes;43.285151, 5.459583;;;;0;;;2
RTM-00002742;;Les Olives Blaches;43.325144, 5.454503;;;;0;;;2
RTM-00000625;;Les Olives Village;43.324119, 5.455888;pas de trottoir;;;0;;;2
RTM-00003928;;Les Oliviers;43.330078, 5.412866;CHEMIN DU MERLAN À LA ROSE  MARSEILLE 13013;;;0;;;1
RTM-00002998;;Les Peyrards Chasseurs;43.371981, 5.380285;abs sigep. abs trottoir/marquag;;;0;;;2
RTM-00002997;;Les Peyrards Corradi;43.373592, 5.38196;abs sigep.descente sur canivo;;;0;;;2
RTM-00002954;;Les Peyrets Fabrégoules;43.410113, 5.371963;équipements MPM. ancien horaire;;;0;;;2
RTM-00000886;;Les Romarins;43.317834, 5.444927;;;;0;;;2
RTM-00002215;;Les Toits de la Pounche;43.333532, 5.466101;;;;0;;;2
RTM-00003047;;Les Tourelles;43.393389, 5.35167;;;;0;;;2
RTM-00000663;;Les Vaudrans;43.309119, 5.476168;ALLÉE DES VAUDRANS  MARSEILLE 13012;;;0;;;2
RTM-00003937;;Les Vieux Cyprès;43.337722, 5.435898;RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;1
RTM-00003112;;Libération Dormoy;43.302461, 5.395374;;;;0;;;1
RTM-00003113;;Libération St Vincent de Paul;43.301167, 5.391514;BOULEVARD DE LA LIBÉRATION  MARSEILLE 13001;;;0;;;1
RTM-00001473;;Lices Chaix;43.28949482, 5.36838233;;;;0;;;2
RTM-00004564;;Lieutaud Baille;43.28721228, 5.38501858;;;;0;;;2
RTM-00004408;;Lieutaud Cours Julien;43.2958, 5.381646;3 COURS LIEUTAUD  MARSEILLE 13006;;;0;;;1
RTM-00004562;;Lieutaud Salvator;43.29074032, 5.38333529;;;;0;;;2
RTM-00000255;;Littoral Fenouil;43.3575813, 5.3204214;700 CHEMIN DU LITTORAL  MARSEILLE 13016;;;0;;;2
RTM-00000270;;Littoral Jean Labro;43.352369, 5.338128;;;;0;;;2
RTM-00004583;;Littoral Jean Labro;43.3527175, 5.3379951;;;;0;;;2
RTM-00000242;;Littoral Mouren;43.330534, 5.35528;MONTÉE MOUREN  MARSEILLE 13002;;;0;;;1
RTM-00000278;;Littoral Mouren;43.329845, 5.355036;;;;0;;;2
RTM-00000271;;Littoral Pas du Faon;43.350584, 5.341081;;;;0;;;2
RTM-00004584;;Littoral St Henri;43.353743, 5.336333;;;;0;;;2
RTM-00000253;;Littoral Vallouise;43.353745, 5.330597;CHEMIN DU LITTORAL  MARSEILLE 13016;;;0;;;2
RTM-00000268;;Littoral Vallouise;43.353646, 5.330639;CHEMIN DU LITTORAL  MARSEILLE 13016;;;0;;;2
RTM-00001161;;Lombard Bezombes;43.288889, 5.430559;AVENUE JEAN LOMBARD  MARSEILLE 13011;;;0;;;2
RTM-00001209;;Lombard Bezombes;43.288982, 5.429724;;;;0;;;2
RTM-00001207;;Lombard Mireille Lauze;43.289361, 5.437459;;;;0;;;2
RTM-00001210;;Lombard Parette;43.289827, 5.426695;;;;0;;;2
RTM-00001208;;Lombard Rebattu;43.289048, 5.433296;;;;0;;;2
RTM-00000222;;Loubon Bellevue;43.312078, 5.379236;;;;0;;;2
RTM-00001019;;Loubon Bellevue;43.311933, 5.37925;;;;0;;;2
RTM-00003490;;Louis Armand;43.299951, 5.41363;;;;0;;;2
RTM-00001797;;Luce Michelet;43.25853027, 5.39825847;;;;0;;;2
RTM-00001771;;Luminy Complexe sportif;43.23765278, 5.43577284;;;;0;;;1
RTM-00004348;;Luminy Faculté;43.231068, 5.43967;AVENUE DE LUMINY  MARSEILLE 13009;;;0;;;2
RTM-00001769;;Luminy Kedge BS;43.2324743, 5.4359862;;;;0;;;1
RTM-00000902;;Lycée Blaise Pascal;43.311155, 5.422356;;;;0;;;2
RTM-00001267;;Lycée Brochier;43.282462, 5.402706;;;;0;;;1
RTM-00001313;;Lycée Brochier;43.282547, 5.402788;;;;0;;;1
RTM-00000713;;Lycée Charlotte Grawitz;43.335484, 5.420661;;;;0;;;2
RTM-00001934;;Lycée Daumier;43.261338, 5.387462;17 AVENUE CLOT-BEY  MARSEILLE 13008;;;0;;;1
RTM-00000347;;Lycée Diderot;43.325215, 5.414544;23 BOULEVARD LAVERAN  MARSEILLE 13013;;;0;;;1
RTM-00000351;;Lycée Diderot;43.325545, 5.414314;;;;0;;;1
RTM-00001949;;Lycée Hôtelier;43.245754, 5.393783;;;;0;;;2
RTM-00001652;;Lycée Jean Perrin;43.274509, 5.4268;;;;0;;;1
RTM-00002820;;Lycée Jean Perrin;43.275097, 5.425473;RUE VERDILLON  MARSEILLE 13010;;;0;;;1
RTM-00004475;;Lycée Jean Perrin;43.27479782, 5.42611263;;;;0;;;1
RTM-00001276;;Lycée Marcel Pagnol;43.282846, 5.433386;;;;0;;;2
RTM-00001626;;Lycée Marcel Pagnol;43.283093, 5.433248;;;;0;;;1
RTM-00000854;;Lycée Marie Gasquet;43.305523, 5.417502;;;;0;;;2
RTM-00001943;;Lycée Marseilleveyre;43.24027435, 5.37749301;AVENUE DU CORAIL  MARSEILLE 13008;;;0;;;1
RTM-00003589;;Lycée Monte Cristo;43.322664, 5.469793;abs trottoir;;;0;;;1
RTM-00004476;;Lycée Monte Cristo;43.32276508, 5.46968542;;;;0;;;0
RTM-00004473;;Lycée Nelson Mandela;43.297898, 5.426566;;;;0;;;0
RTM-00001628;;Lycée René Caillié;43.284695, 5.437913;;;;0;;;2
RTM-00001631;;Lycée René Caillié;43.284621, 5.436985;;;;0;;;2
RTM-00000996;;Lycée Saint-Exupéry;43.347459, 5.355709;544 CHEMIN DE LA MADRAGUE-VILLE  MARSEILLE 13015;;;0;;;2
RTM-00004362;;Lycée Simone Veil;43.345686, 5.414029;;;;0;;;1
RTM-00004027;;Lyon Commanderie;43.338071, 5.362464;;;;0;;;1
RTM-00003962;;Lyon Oddo;43.329897, 5.365409;;;;0;;;1
RTM-00003964;;Lyon Raffineries;43.336331, 5.363179;;;;0;;;1
RTM-00000873;;Léon Meisserel;43.304925, 5.418608;RUE LÉON MEISSEREL  MARSEILLE 13012;;;0;;;2
RTM-00001718;;Madrague de Montredon;43.231095, 5.354625;BOULEVARD MONT ROSE  MARSEILLE 13008;;;0;;;2
RTM-00001717;;Madrague Mont Rose;43.23206912, 5.35568884;;;;0;;;2
RTM-00000052;;Magallon Salengro;43.32227418, 5.36814094;;;;0;;;0
RTM-00000961;;Mairie 11-12;43.296722, 5.44272;;;;0;;;1
RTM-00000962;;Mairie 11-12;43.296878, 5.442587;BOULEVARD BOUYALA D'ARNAUD  MARSEILLE 13012  nom du 961 et 962 centre commercial L 10;;;0;;;1
RTM-00001108;;Malpassé;43.322362, 5.413566;;;;0;;;2
RTM-00004146;;Mandela Crèche;43.41021, 5.370929;ancien horaires, ABS sigep;;;0;;;2
RTM-00004268;;Mandela Ecole;43.408624, 5.366789;28 AVENUE NELSON MANDELA  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00002072;;Marina Olympique;43.2661429, 5.37292883;;;;0;;;1
RTM-00001450;;Martinique Guadeloupe;43.281893, 5.374745;;;;0;;;2
RTM-00002016;;Maréchal Juin;43.311887, 5.403604;;;;0;;;1
RTM-00002419;;Mas des Oliviers;43.361899, 5.493961;D908  ALLAUCH 13190;;;0;;;2
RTM-00002600;;Mazargues Barral;43.263039, 5.392841;;;;0;;;2
RTM-00002745;;Mazargues Barral;43.262875, 5.393036;;;;0;;;2
RTM-00001885;;Mazargues Etienne Milan;43.267419, 5.389494;;;;0;;;2
RTM-00001802;;Mazargues Legré;43.250298, 5.395671;;;;0;;;2
RTM-00001824;;Mazargues Legré;43.250499, 5.395597;;;;0;;;2
RTM-00001061;;Merlan Brissac;43.33607, 5.407398;;;;0;;;2
RTM-00001066;;Merlan Brissac;43.33644, 5.407143;;;;0;;;2
RTM-00001031;;Merlan Guynemer;43.346489, 5.408235;;;;0;;;2
RTM-00000358;;Merlan Ste Marthe;43.331025, 5.404303;;;;0;;;2
RTM-00001010;;Merlan Ste Marthe;43.330397, 5.404502;;;;0;;;2
RTM-00001068;;Merlan Trompette;43.332823, 5.406934;;;;0;;;2
RTM-00001062;;Merlan Village;43.338373, 5.407712;;;;0;;;2
RTM-00004200;;Mermoz Chalet;43.277348, 5.387324;RUE JEAN MERMOZ  MARSEILLE 13008;;;0;;;2
RTM-00001755;;Michelet Bonneaude;43.253742, 5.401789;;;;0;;;2
RTM-00001784;;Michelet Bonneaude;43.25414314, 5.40180945;;;;0;;;2
RTM-00001788;;Michelet Bousquet;43.263361, 5.396585;;;;0;;;2
RTM-00001748;;Michelet Huveaune;43.26774, 5.393887;;;;0;;;2
RTM-00001790;;Michelet Huveaune;43.268014, 5.394001;;;;0;;;2
RTM-00001753;;Michelet Luce;43.258608, 5.399048;;;;0;;;2
RTM-00001749;;Michelet Ramon;43.265981, 5.394902;;;;0;;;2
RTM-00001789;;Michelet Ramon;43.266045, 5.395138;D559  MARSEILLE 13008;;;0;;;2
RTM-00001754;;Michelet Taine;43.256493, 5.40024;;;;0;;;2
RTM-00000329;;MIN Bolivar;43.340909, 5.377551;AVENUE DU MARCHÉ D'INTÉRÊT NATIONAL  MARSEILLE 13014;;;0;;;2
